Uniprot,Gene description,Organ,GO
Q9Y5I7,Claudin 16,Kidney,GO:0005923;GO:0005886;GO:0070160;GO:0042802;GO:0015095;GO:0160187;GO:0030165;GO:0005198;GO:0070830;GO:0016338;GO:0007155;GO:0010496;GO:0030003;GO:0030001;GO:0160184;GO:0070293
A5D8T8,C-type lectin domain family 18 member A,Kidney,GO:0005783;GO:0005768;GO:0005615;GO:0005794;GO:0030247
Q96QD5,DEP domain containing 7,Kidney,GO:0035556
P31512,Flavin containing dimethylaniline monoxygenase 4,Kidney,GO:0005789;GO:0050660;GO:0047822;GO:0004499;GO:0050661;GO:0097009;GO:0046322;GO:0042178
P35575,Glucose-6-phosphatase catalytic subunit 1,Kidney,GO:0005789;GO:0016020;GO:0004346;GO:0042301;GO:0016773;GO:0042632;GO:0006094;GO:0051156;GO:0042593;GO:0015760;GO:0005980;GO:0005977;GO:0035264;GO:0010468;GO:0008202;GO:0006641;GO:0046415
Q8NCW6,Polypeptide N-acetylgalactosaminyltransferase 11,Kidney,GO:0005794;GO:0000139;GO:0030246;GO:0046872;GO:0005112;GO:0004653;GO:0060271;GO:0007368;GO:0007220;GO:0061314;GO:0016266;GO:0006493;GO:0018243;GO:0008593
Q9BVM4,Gamma-glutamylamine cyclotransferase,Kidney,GO:0005829;GO:0070062;GO:0061929;GO:0042219
Q3ZCN5,Otogelin like,Kidney,GO:0031012;GO:0005615;GO:0046556;GO:0060122;GO:0046373;GO:0008104;GO:0055127
Q16822,"Phosphoenolpyruvate carboxykinase 2, mitochondrial",Kidney,GO:0005759;GO:0005739;GO:0005525;GO:0030145;GO:0004613;GO:0004611;GO:0071549;GO:0071333;GO:0032869;GO:0071356;GO:0006094;GO:0046327;GO:0070365;GO:0006116;GO:0006107;GO:0032024;GO:0019543;GO:0032496;GO:0042594
P08F94,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,Kidney,GO:0097731;GO:0016324;GO:0005813;GO:0000775;GO:0036064;GO:0005929;GO:0005737;GO:0005783;GO:0009897;GO:0070062;GO:0005794;GO:0072686;GO:0005634;GO:0048471;GO:0038023;GO:0048754;GO:0098609;GO:0045216;GO:0060271;GO:0003382;GO:0051660;GO:0000132;GO:0042592;GO:0006874;GO:0001822;GO:0043066;GO:1904036;GO:0032088;GO:0051898;GO:0008284;GO:0050679;GO:0030155;GO:0022407;GO:0001952;GO:0010824;GO:1904054;GO:0070372;GO:0090175;GO:0032006
Q8TBJ4,Phospholipid phosphatase related 1,Kidney,GO:0043005;GO:0005654;GO:0005886;GO:0008195;GO:0007399;GO:0046839;GO:0006644;GO:0007165
Q13183,Solute carrier family 13 member 2,Kidney,GO:0016324;GO:0070062;GO:0016020;GO:0005886;GO:0015139;GO:0015138;GO:0015361;GO:0017153;GO:0015141;GO:0015742;GO:0071285;GO:0015741;GO:0071422
Q8N695,Solute carrier family 5 member 8,Kidney,GO:0016324;GO:0070062;GO:0000811;GO:0005886;GO:0160081;GO:0015129;GO:0140161;GO:0008028;GO:0005343;GO:0015552;GO:0006846;GO:0006915;GO:0006821;GO:0015705;GO:0015727;GO:0006811;GO:0034356;GO:2001142;GO:0015706;GO:0015730;GO:0006848;GO:0006814
P82251,Solute carrier family 7 member 9,Kidney,GO:0016324;GO:0031526;GO:0005886;GO:0015297;GO:0180009;GO:0015184;GO:0015175;GO:0042605;GO:0046982;GO:0003333;GO:0015811;GO:0015804;GO:0065003
Q9C019,Tripartite motif containing 15,Kidney,GO:0005737;GO:0005925;GO:0005634;GO:0140313;GO:0003713;GO:0061630;GO:0008270;GO:0045087;GO:0007500;GO:1901253;GO:1901223;GO:0051091;GO:0051092;GO:1900246;GO:0032481;GO:0044790
P19224,UDP glucuronosyltransferase family 1 member A6,Kidney,GO:0005783;GO:0005789;GO:0043231;GO:0019899;GO:0004857;GO:0015020;GO:0046982;GO:0042803;GO:0052695;GO:2001030;GO:0045922;GO:0006805
P0DTE4,UDP glucuronosyltransferase family 2 member A1 complex locus,Kidney,GO:0005789;GO:0015020;GO:0008206;GO:0052695;GO:0007606;GO:0007608
Q6NUS8,UDP glycosyltransferase family 3 member A1,Kidney,GO:0043541;GO:0015020;GO:0008194
Q02252,Aldehyde dehydrogenase 6 family member A1,Kidney,GO:0005759;GO:0005739;GO:0005654;GO:0018478;GO:0004491;GO:0003723;GO:0009083;GO:0050873;GO:0006210;GO:0019859;GO:0006574;GO:0006573
Q8N100,Atonal bHLH transcription factor 7,Kidney,GO:0030424;GO:0000785;GO:0005634;GO:0043204;GO:0003700;GO:0000981;GO:0070888;GO:0046983;GO:1990837;GO:0000976;GO:0061564;GO:0007623;GO:0043153;GO:0003407;GO:0048663;GO:0021554;GO:1902336;GO:0045944;GO:0006357;GO:0010996;GO:0007423
Q6UXY1,BAR/IMD domain containing adaptor protein 2 like 2,Kidney,GO:0044291;GO:0071439;GO:0030659;GO:0005829;GO:0005654;GO:0005886;GO:0012506;GO:0005543;GO:0051764;GO:0051017;GO:0061024;GO:0007009;GO:0030838
A6NJW9,CD8b2 molecule,Kidney,GO:0009986;GO:0005886;GO:0015026;GO:0042288;GO:0002250;GO:0050776
P51801,Chloride voltage-gated channel Kb,Kidney,GO:0016323;GO:0034707;GO:0005886;GO:0005254;GO:0046872;GO:0005247;GO:0006821;GO:0070293;GO:0070294;GO:0030321
Q8NCR9,Clarin 3,Kidney,GO:0070062;GO:0016020;GO:0007605
O60494,Cubilin,Kidney,GO:0016324;GO:0031526;GO:0005905;GO:0005829;GO:0030139;GO:0005783;GO:0005768;GO:0070062;GO:0031232;GO:0005794;GO:0043202;GO:0005765;GO:0016020;GO:0031528;GO:0005886;GO:0043235;GO:0005509;GO:0038024;GO:0031419;GO:0042803;GO:0038023;GO:0008203;GO:0009235;GO:0015889;GO:0051649;GO:0042953;GO:0006898;GO:0009617;GO:0001894
Q07973,Cytochrome P450 family 24 subfamily A member 1,Kidney,GO:0005743;GO:0005739;GO:0062181;GO:0030342;GO:0062180;GO:0008403;GO:0020037;GO:0005506;GO:0070643;GO:0001649;GO:0033280;GO:0042369;GO:0042359;GO:0070561;GO:0006766
P60022,Defensin beta 1,Kidney,GO:0070062;GO:0005576;GO:0005615;GO:0005796;GO:0016020;GO:1990742;GO:0097225;GO:0031731;GO:0042802;GO:0019731;GO:0061844;GO:0019722;GO:0006935;GO:0042742;GO:0050829;GO:0050830;GO:0007186;GO:0006955;GO:0045087;GO:0002227;GO:0060474;GO:0009617
Q9UQ10,Dihydrodiol dehydrogenase,Kidney,GO:0047837;GO:0000166;GO:0047115;GO:0042843
Q9Y5R5,Doublesex and mab-3 related transcription factor 2,Kidney,GO:0000785;GO:0005634;GO:0001228;GO:0000981;GO:0042802;GO:0046872;GO:0000978;GO:0048706;GO:0061055;GO:2000287;GO:0014807;GO:0006357;GO:0007548
Q04741,Empty spiracles homeobox 1,Kidney,GO:0000785;GO:0005694;GO:0005737;GO:0005730;GO:0005634;GO:0000981;GO:0000978;GO:1990837;GO:0007420;GO:0048854;GO:0007417;GO:0021895;GO:0021796;GO:0048872;GO:0001701;GO:0060563;GO:0030182;GO:1990138;GO:0009791;GO:0060019;GO:0070445;GO:0006357;GO:0009410
Q6ZUT3,FERM domain containing 7,Kidney,GO:0005856;GO:0005829;GO:0005615;GO:0030426;GO:0043005;GO:0043025;GO:0005654;GO:0005886;GO:0005085;GO:0051497;GO:0007399;GO:0010592;GO:0051057;GO:0010975
A6NK44,Glyoxalase domain containing 5,Kidney,
P09210,Glutathione S-transferase alpha 2,Kidney,GO:0005829;GO:0070062;GO:0004364;GO:0030855;GO:0006749;GO:0006805
Q96D42,Hepatitis A virus cellular receptor 1,Kidney,GO:0009986;GO:0031514;GO:0005886;GO:0001786;GO:0001618;GO:0006911;GO:0033005
Q01638,Interleukin 1 receptor like 1,Kidney,GO:0009986;GO:0005829;GO:0009897;GO:0005576;GO:0005925;GO:0005886;GO:0004896;GO:0004908;GO:0002113;GO:0002114;GO:0003953;GO:0061809;GO:0006955;GO:0006954;GO:0038172;GO:0030225;GO:0002826;GO:0032689;GO:0032722;GO:0050729;GO:0032754;GO:0043032;GO:0007165
P15382,Potassium voltage-gated channel subfamily E regulatory subunit 1,Kidney,GO:0016324;GO:0009986;GO:0005764;GO:0045121;GO:0005886;GO:0008076;GO:0030018;GO:0005251;GO:0015459;GO:0044877;GO:0031433;GO:0044325;GO:0086002;GO:0086003;GO:0071468;GO:0071320;GO:0071482;GO:0002070;GO:0008584;GO:0086009;GO:0086011;GO:0086013;GO:0098915;GO:1902260;GO:0090315;GO:1901381;GO:0097623;GO:0071805;GO:1902259;GO:0086091;GO:1901379;GO:0043266;GO:0060307;GO:0033363;GO:0007605;GO:0086005;GO:0021750
Q9NPI9,Potassium inwardly rectifying channel subfamily J member 16,Kidney,GO:0016323;GO:0005886;GO:0008076;GO:0005242;GO:1990573;GO:0071805;GO:0006813;GO:0034765
O15229,Kynurenine 3-monooxygenase,Kidney,GO:0005829;GO:0005615;GO:0005741;GO:0005739;GO:0071949;GO:0050660;GO:0004502;GO:0016174;GO:0034354;GO:0043420;GO:0071347;GO:0071222;GO:0034276;GO:0070189;GO:0097052;GO:0019674;GO:1903296;GO:0019805;GO:0009651;GO:0006569
O75690,Keratin associated protein 5-8,Kidney,GO:0005829;GO:0005882;GO:0030280
Q96EH8,Neuralized E3 ubiquitin protein ligase 3,Kidney,GO:0005769;GO:0046872;GO:0061630;GO:0045087;GO:0016567;GO:0070086
Q02962,Paired box 2,Kidney,GO:0034451;GO:0000785;GO:0005815;GO:0005654;GO:0005634;GO:0032991;GO:0032993;GO:0000987;GO:0003677;GO:0003700;GO:0000981;GO:0000978;GO:1990837;GO:0000976;GO:0008134;GO:0007409;GO:0048854;GO:0001658;GO:0043010;GO:0001709;GO:0071364;GO:0071333;GO:0071300;GO:0090102;GO:0090103;GO:0010001;GO:0042472;GO:0060231;GO:0003337;GO:0007501;GO:0001823;GO:0072205;GO:0072221;GO:0072207;GO:0072162;GO:0072075;GO:0072289;GO:0043066;GO:1900215;GO:1900218;GO:2000117;GO:0045892;GO:0072305;GO:1900212;GO:0043069;GO:2000378;GO:0072179;GO:0007399;GO:0001843;GO:0061360;GO:0002072;GO:0021554;GO:0021631;GO:0021633;GO:0045893;GO:0050679;GO:0072108;GO:2000594;GO:0072300;GO:2000597;GO:0045944;GO:0039003;GO:0048793;GO:0072307;GO:0035566;GO:0006357;GO:0031667;GO:0003406;GO:0007423;GO:0048863;GO:0072189;GO:0035799;GO:0001655;GO:0021650;GO:0007601
Q5T2W1,PDZ domain containing 1,Kidney,GO:0016324;GO:0005903;GO:0031526;GO:0070062;GO:0031528;GO:0005886;GO:0030165;GO:0044877;GO:0043495;GO:0005124;GO:0005102;GO:0015879;GO:1904064;GO:0032414;GO:1905477;GO:0090314;GO:0072659;GO:0044070;GO:1990961
Q13113,PDZK1 interacting protein 1,Kidney,GO:0016324;GO:0070062
P34995,Prostaglandin E receptor 1,Kidney,GO:0005886;GO:0031748;GO:0004957;GO:0007191;GO:0007189;GO:0007186;GO:0006954;GO:0007200;GO:0007204;GO:0032496;GO:0034695
A8MTL3,Ring finger protein 212B,Kidney,GO:0000795;GO:0046872;GO:0019789;GO:0061630;GO:0051026;GO:0007129;GO:0016567
Q9BXA9,Spalt like transcription factor 3,Kidney,GO:0005634;GO:0000981;GO:0046872;GO:0000978;GO:0006357
Q6ZQN7,Solute carrier organic anion transporter family member 4C1,Kidney,GO:0035577;GO:0016323;GO:0070062;GO:0005886;GO:0035579;GO:0008514;GO:0015347;GO:0030154;GO:0006811;GO:0043252;GO:0007283
P35346,Somatostatin receptor 5,Kidney,GO:0043005;GO:0005886;GO:0042923;GO:0004994;GO:0071385;GO:0007186;GO:0007187;GO:0008285;GO:0007218;GO:0032467;GO:0050796
Q8WVE6,Transmembrane protein 171,Kidney,GO:0016020
Q8N6L7,Transmembrane protein 252,Kidney,GO:0016020
O00300,TNF receptor superfamily member 11b,Kidney,GO:0031012;GO:0005576;GO:0005615;GO:0005886;GO:0043235;GO:0005125;GO:1904399;GO:0038023;GO:0006915;GO:0030198;GO:0045779;GO:0042489;GO:0045671;GO:0010804;GO:0046685;GO:0043627;GO:0032026;GO:0007584;GO:0009410;GO:0007165;GO:0001501
Q8IV45,Unc-5 family C-terminal like,Kidney,GO:0005737;GO:0016020;GO:0005042;GO:0008233;GO:0043123;GO:0046330
P09110,Acetyl-CoA acyltransferase 1,Kidney,GO:0005829;GO:0005576;GO:0016020;GO:0005782;GO:0005777;GO:0035580;GO:0008775;GO:0003985;GO:0003988;GO:0050633;GO:0016401;GO:0036109;GO:0008206;GO:0006635;GO:0033540;GO:0010124;GO:0000038
Q709F0,Acyl-CoA dehydrogenase family member 11,Kidney,GO:0005737;GO:0005743;GO:0031966;GO:0005739;GO:0005634;GO:0005777;GO:0003995;GO:0050660;GO:0004466;GO:0070991;GO:0017099;GO:0006635;GO:0033539
Q96HD9,Aminoacylase 3,Kidney,GO:0016324;GO:0005829;GO:0070062;GO:0004046;GO:0016788;GO:0042802;GO:0046872
Q5T601,Adhesion G protein-coupled receptor F1,Kidney,GO:0031410;GO:0005576;GO:0016020;GO:0005886;GO:0004930;GO:0007189;GO:0007166;GO:0006112;GO:0045444;GO:0007186;GO:0007613;GO:0031175;GO:0019216;GO:0007416
Q9BSE5,Agmatinase,Kidney,GO:0005739;GO:0008783;GO:0004053;GO:0047971;GO:0047972;GO:0046872;GO:0097055;GO:0033389;GO:0000050
P54707,ATPase H+/K+ transporting non-gastric alpha2 subunit,Kidney,GO:0015629;GO:0016324;GO:0016323;GO:0005829;GO:0005886;GO:0005889;GO:0005524;GO:0016887;GO:0046872;GO:0008900;GO:0005391;GO:0030007;GO:0006883;GO:1990573;GO:1902600;GO:0006885;GO:0036376
Q8N8Y2,ATPase H+ transporting V0 subunit d2,Kidney,GO:0016324;GO:0005769;GO:0010008;GO:0070062;GO:0005765;GO:0016020;GO:0030670;GO:0033181;GO:0033179;GO:0016471;GO:0046961;GO:0016241;GO:0007035;GO:0007034
P15313,ATPase H+ transporting V1 subunit B1,Kidney,GO:0016324;GO:0016323;GO:0005737;GO:0005829;GO:0070062;GO:0098850;GO:0016328;GO:0005902;GO:0016471;GO:0000221;GO:0005524;GO:0044877;GO:0015078;GO:0046961;GO:0030534;GO:0046034;GO:0055074;GO:0055064;GO:0042472;GO:0042048;GO:0001503;GO:0045851;GO:0055075;GO:0006693;GO:1902600;GO:0010468;GO:0016241;GO:0006885;GO:0035812;GO:0003096;GO:0097254;GO:0003091;GO:0007605;GO:0097401;GO:0007035;GO:0070072
Q9H8S5,Cyclin P,Kidney,GO:0000307;GO:0005737;GO:0005815;GO:0005634;GO:0016538;GO:0000082
P51795,Chloride voltage-gated channel 5,Kidney,GO:0045177;GO:0005829;GO:0005769;GO:0010008;GO:0005794;GO:0000139;GO:0005765;GO:0016020;GO:0005886;GO:0008021;GO:0015297;GO:0005524;GO:0042802;GO:0005247;GO:0006821;GO:0006897;GO:0034220;GO:0003014
P78369,Claudin 10,Kidney,GO:0005923;GO:0005737;GO:0005886;GO:0070160;GO:0042802;GO:0160187;GO:0005198;GO:0070830;GO:0016338;GO:0007155;GO:0006811;GO:0160184;GO:0043269
Q8NCF0,C-type lectin domain family 18 member C,Kidney,GO:0005783;GO:0005768;GO:0005615;GO:0005794;GO:0030247
Q717R9,Cystin 1,Kidney,GO:0060170;GO:0005929;GO:0005856;GO:0005829
P01133,Epidermal growth factor,Kidney,GO:0030669;GO:0070062;GO:0005576;GO:0005615;GO:0005765;GO:0005886;GO:0031093;GO:0005509;GO:0005154;GO:0008083;GO:0005085;GO:0048018;GO:0030297;GO:0001525;GO:0048754;GO:0021930;GO:0007173;GO:0050673;GO:0038134;GO:0070371;GO:0060749;GO:0090370;GO:0051048;GO:0090263;GO:0030335;GO:0008284;GO:0021940;GO:0043388;GO:0045893;GO:0010595;GO:0001938;GO:1905278;GO:0010628;GO:1900127;GO:0043410;GO:0045840;GO:0010800;GO:0050731;GO:0051897;GO:0042327;GO:1902966;GO:0002092;GO:2000060;GO:0090279;GO:2000008;GO:0046425
Q6UWR7,Ectonucleotide pyrophosphatase/phosphodiesterase 6,Kidney,GO:0070062;GO:0005576;GO:0005886;GO:0098552;GO:0047390;GO:0008889;GO:0046872;GO:0008081;GO:0019695;GO:0046475;GO:0006629
Q8WWV6,Fc alpha and mu receptor,Kidney,GO:0005886;GO:0002250;GO:0007165
P54710,FXYD domain containing ion transport regulator 2,Kidney,GO:0070062;GO:0005886;GO:0005890;GO:0001671;GO:0030674;GO:0017080;GO:0010248;GO:0030007;GO:0006883;GO:1903408;GO:1903278;GO:1990573;GO:1902600;GO:0036376;GO:0055085
Q99999,Galactose-3-O-sulfotransferase 1,Kidney,GO:0000139;GO:0016020;GO:0005886;GO:0001733;GO:0008146;GO:0006682;GO:0006681;GO:0046486;GO:0006688;GO:0042552;GO:0006487;GO:0007283;GO:0006665
Q9Y2T3,Guanine deaminase,Kidney,GO:0005829;GO:0008892;GO:0008270;GO:0000255;GO:0043605;GO:0006161;GO:0046055;GO:0046038;GO:0006147;GO:0046098;GO:0007399;GO:0006139
B5MD39,Gamma-glutamyltransferase light chain family member 3,Kidney,GO:0070062;GO:0036374;GO:0006751;GO:1901750
P00367,Glutamate dehydrogenase 1,Kidney,GO:0005737;GO:0005783;GO:0005759;GO:0005739;GO:0043531;GO:0005524;GO:0004352;GO:0004354;GO:0004353;GO:0005525;GO:0070728;GO:0070403;GO:0042803;GO:0006537;GO:0006538;GO:0006541;GO:0032024;GO:0021762;GO:0072350
P41235,Hepatocyte nuclear factor 4 alpha,Kidney,GO:0000785;GO:0005737;GO:0005654;GO:0005634;GO:0003682;GO:0003677;GO:0001228;GO:0003700;GO:0000981;GO:0005504;GO:0004879;GO:0042803;GO:0000978;GO:0061629;GO:1990837;GO:0005102;GO:0000976;GO:0008270;GO:0007596;GO:0030154;GO:0042632;GO:0042593;GO:0055088;GO:0006629;GO:0030308;GO:0008285;GO:0045892;GO:0055091;GO:0045893;GO:0045944;GO:0042752;GO:0010470;GO:0060398;GO:0050796;GO:0019216;GO:0090368;GO:0006357;GO:0009749;GO:0048511;GO:0007548;GO:0023019;GO:0006366;GO:0070328;GO:0006805
P80365,Hydroxysteroid 11-beta dehydrogenase 2,Kidney,GO:0005789;GO:0043231;GO:0070523;GO:0051287;GO:0005496;GO:0034650;GO:0007565;GO:0008211;GO:0002017;GO:0032094;GO:0051384;GO:0001666;GO:0032868;GO:0009410
Q9NRM6,Interleukin 17 receptor B,Kidney,GO:0005576;GO:0043231;GO:0016020;GO:0005886;GO:0004896;GO:0030368;GO:0006952;GO:0001558
Q9UEF7,Klotho,Kidney,GO:0016324;GO:0070062;GO:0005576;GO:0005615;GO:0016020;GO:0005886;GO:0008422;GO:0004566;GO:0017134;GO:0005104;GO:0005179;GO:0005499;GO:0055074;GO:0005975;GO:0008340;GO:0006112;GO:0008543;GO:0003085;GO:0042421;GO:0030501;GO:0090080;GO:0014823;GO:1990776;GO:0033280
Q5TDP6,"Lengsin, lens protein with glutamine synthetase domain",Kidney,GO:0005737;GO:0016020;GO:0005886
Q8IVV2,Lipoxygenase homology PLAT domains 1,Kidney,GO:0032420;GO:0007605
Q8N1E2,Lysozyme g1,Kidney,GO:0005576;GO:0003796;GO:0050830;GO:0009253
Q8N468,Major facilitator superfamily domain containing 4A,Kidney,GO:0016020;GO:0055056
P30039,Phenazine biosynthesis like protein domain containing,Kidney,GO:0005737;GO:0070062;GO:0042802;GO:0016853;GO:0009058;GO:0030277;GO:0030512
Q14190,SIM bHLH transcription factor 2,Kidney,GO:0000785;GO:0016604;GO:0005654;GO:0003677;GO:0003700;GO:0000981;GO:0046982;GO:0000977;GO:0030154;GO:0009880;GO:0030324;GO:0000122;GO:0007399;GO:0006357
O15374,Solute carrier family 16 member 4,Kidney,GO:0016020;GO:0005886;GO:0008028;GO:0015293;GO:1905039;GO:0015718
O00476,Solute carrier family 17 member 3,Kidney,GO:0016324;GO:0031526;GO:0005737;GO:0005789;GO:0048471;GO:0005886;GO:0015562;GO:0008514;GO:0005436;GO:0019534;GO:0015143;GO:0008308;GO:0042910;GO:0015760;GO:0006820;GO:0034220;GO:0015711;GO:0006817;GO:0006814;GO:0046415;GO:0015747;GO:1990961
Q8N130,Solute carrier family 34 member 3,Kidney,GO:0016324;GO:0005903;GO:0031526;GO:0005886;GO:0031982;GO:0005436;GO:0030643;GO:0006817;GO:0006814;GO:0044341
Q9NSD5,Solute carrier family 6 member 13,Kidney,GO:0016323;GO:0042995;GO:0070062;GO:0005886;GO:0098793;GO:0015171;GO:0005283;GO:0005308;GO:0015185;GO:0005332;GO:0008028;GO:0005368;GO:0005369;GO:0089718;GO:0006865;GO:0015881;GO:0051939;GO:0051936;GO:0015718;GO:0071705;GO:0035725;GO:0015734;GO:0150104
A0A1B0GUA5,Small integral membrane protein 32,Kidney,GO:0016020
Q9BXA5,Succinate receptor 1,Kidney,GO:0070062;GO:0005886;GO:0004930;GO:0038023;GO:0097009;GO:0007186;GO:0042593;GO:0002281;GO:0050921;GO:0050729;GO:0060177;GO:0002001;GO:0051592
O00338,Sulfotransferase family 1C member 2,Kidney,GO:0005737;GO:0005829;GO:0005764;GO:0004062;GO:0008146;GO:0009308;GO:0051923
P80404,4-aminobutyrate aminotransferase,Kidney,GO:0032144;GO:0005759;GO:0005739;GO:0047298;GO:0034386;GO:0042802;GO:0051536;GO:0046872;GO:0030170;GO:0032145;GO:0048148;GO:0021549;GO:0007620;GO:0035640;GO:0009449;GO:0009450;GO:0009448;GO:0007626;GO:0045776;GO:0033602;GO:0014053;GO:0050877;GO:1904450;GO:0045964;GO:0031652;GO:0097151;GO:0032024;GO:1902722;GO:0070474;GO:0045471;GO:0001666;GO:0010039;GO:0035094;GO:0009410
O95255,ATP binding cassette subfamily C member 6,Kidney,GO:0009925;GO:0016323;GO:0005789;GO:0005576;GO:0016020;GO:0005654;GO:0005886;GO:0015431;GO:0005524;GO:0016887;GO:0043225;GO:0042626;GO:0046034;GO:0015867;GO:0055074;GO:0010467;GO:0140928;GO:0030505;GO:0030643;GO:0071716;GO:0055062;GO:0032026;GO:1904383;GO:0009410;GO:0055085;GO:0007601
P24752,Acetyl-CoA acetyltransferase 1,Kidney,GO:0005783;GO:0070062;GO:0005759;GO:0005739;GO:0003985;GO:0016453;GO:0034736;GO:0120225;GO:0019899;GO:0042802;GO:0030955;GO:0006085;GO:0046356;GO:0060612;GO:0015937;GO:0015936;GO:0006635;GO:0006550;GO:0046952;GO:1902224;GO:0001889;GO:0072229;GO:1902860;GO:0009725;GO:0014070;GO:0042594
Q9BYF1,Angiotensin converting enzyme 2,Kidney,GO:0016324;GO:0031526;GO:0009986;GO:0005929;GO:0030666;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0016020;GO:0045121;GO:0005886;GO:0004180;GO:0004175;GO:0042802;GO:0008237;GO:0008241;GO:0001618;GO:0008270;GO:0002003;GO:0003051;GO:0097746;GO:0098670;GO:0060135;GO:0061025;GO:0070373;GO:2000272;GO:0048662;GO:0051957;GO:0060452;GO:1903598;GO:1905737;GO:2000379;GO:0019065;GO:0046813;GO:1903779;GO:0042127;GO:0001817;GO:0050727;GO:0003081;GO:0022898;GO:0019229;GO:0046718;GO:0015827;GO:0019058
Q8N9L9,Acyl-CoA thioesterase 4,Kidney,GO:0005829;GO:0005782;GO:0005777;GO:0052689;GO:0047617;GO:0004778;GO:0006637;GO:0043649;GO:0043648;GO:0006633;GO:0006631;GO:0001676;GO:0032788;GO:0046459;GO:0006104;GO:0032789;GO:0000038
Q3I5F7,Acyl-CoA thioesterase 6,Kidney,GO:0005829;GO:0005782;GO:0052689;GO:0047617;GO:0006637;GO:0006631
Q96CM8,Acyl-CoA synthetase family member 2,Kidney,GO:0005759;GO:0005739;GO:0005524;GO:0004467;GO:0031956;GO:0006637;GO:0006631
Q53FZ2,Acyl-CoA synthetase medium chain family member 3,Kidney,GO:0005759;GO:0005739;GO:0043759;GO:0005524;GO:0015645;GO:0004321;GO:0031956;GO:0046872;GO:0018729;GO:0050218;GO:0006637;GO:0042632;GO:0006633;GO:0008217
Q7Z4H4,Adrenomedullin 2,Kidney,GO:0005576;GO:0005615;GO:0005179;GO:0044877;GO:0007189;GO:1990410;GO:0001525;GO:0007631;GO:0045776;GO:0045766;GO:0010628;GO:0010460;GO:0006468;GO:0003073
Q9BQI0,Allograft inflammatory factor 1 like,Kidney,GO:0015629;GO:0005737;GO:0070062;GO:0005925;GO:0032587;GO:0051015;GO:0005509;GO:0051017;GO:0097178
P27144,Adenylate kinase 4,Kidney,GO:0005737;GO:0005759;GO:0005739;GO:0047506;GO:0004017;GO:0005524;GO:0036430;GO:0036431;GO:0005525;GO:0004550;GO:0050145;GO:0046899;GO:0006172;GO:0046033;GO:0046034;GO:0071456;GO:0046039;GO:0015949;GO:0009142;GO:0002082;GO:0009188
P30038,Aldehyde dehydrogenase 4 family member A1,Kidney,GO:0005829;GO:0005759;GO:0005739;GO:0003842;GO:0004029;GO:0009055;GO:0042802;GO:0019470;GO:0006562;GO:0010133;GO:0006560
Q60I27,ALS2 C-terminal like,Kidney,GO:0005737;GO:0031410;GO:0005829;GO:0005096;GO:0005085;GO:0031267;GO:0016197
Q15699,ALX homeobox 1,Kidney,GO:0000785;GO:0005794;GO:0016604;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0000977;GO:1990837;GO:0048704;GO:0045892;GO:0000122;GO:0045893;GO:0010718;GO:0045944
Q9UHK6,Alpha-methylacyl-CoA racemase,Kidney,GO:0005737;GO:0005829;GO:0043231;GO:0005739;GO:0005782;GO:0005777;GO:0005886;GO:0008111;GO:0005102;GO:0006699;GO:0008206;GO:0033540
A6NHY2,Ankyrin repeat and death domain containing 1B,Kidney,GO:0007165
P0DMC3,Apelin receptor early endogenous ligand,Kidney,GO:0005576;GO:0005615;GO:0031704;GO:0005179;GO:0007512;GO:0001525;GO:0060183;GO:0090134;GO:0060976;GO:0035050;GO:0007492;GO:0007507;GO:0090133;GO:0007509;GO:0060674;GO:0045766;GO:1903589;GO:0070374;GO:1904022;GO:0045823;GO:1901165;GO:0001570
Q8N264,Rho GTPase activating protein 24,Kidney,GO:0005912;GO:0042995;GO:0005737;GO:0005856;GO:0005925;GO:0005096;GO:0001525;GO:0030154;GO:0035021;GO:1900028;GO:0007165;GO:0035313
P85298,Rho GTPase activating protein 8,Kidney,GO:0005737;GO:0005829;GO:0005096;GO:2001136;GO:0070374;GO:0051056;GO:0007264
Q8N1W1,Rho guanine nucleotide exchange factor 28,Kidney,GO:0005829;GO:0005886;GO:0005085;GO:0046872;GO:0003723;GO:0000902;GO:0021955;GO:0048013;GO:0060052;GO:0035023;GO:0051056
Q9H6L4,Armadillo repeat containing 7,Kidney,GO:0005681;GO:0006397;GO:0008380
Q86TY3,Armadillo like helical domain containing 4,Kidney,GO:0016020;GO:1904841;GO:0050727;GO:1903939
P54793,Arylsulfatase F,Kidney,GO:0005788;GO:0070062;GO:0004065;GO:0046872
P51690,Arylsulfatase L,Kidney,GO:0005788;GO:0070062;GO:0005794;GO:0005795;GO:0004065;GO:0046872;GO:0001501
Q96DX5,Ankyrin repeat and SOCS box containing 9,Kidney,GO:0031466;GO:0005829;GO:0005739;GO:1990756;GO:0035556;GO:0045732;GO:0043161;GO:0016567
P45381,Aspartoacylase,Kidney,GO:0005829;GO:0005634;GO:0019807;GO:0016811;GO:0016788;GO:0042802;GO:0046872;GO:0006083;GO:0006531;GO:0022010;GO:0048714
A6ND91,Aspartate dehydrogenase domain containing,Kidney,GO:0033735;GO:0050661;GO:0009435
