Uniprot,Gene description,Organ,GO
Q8TBG4,Ethanolamine-phosphate phospho-lyase,Brain,GO:0005759;GO:0050459;GO:0030170;GO:0008483
Q92935,Exostosin like glycosyltransferase 1,Brain,GO:0005789;GO:0005794;GO:0008375;GO:0050508;GO:0015020;GO:0015012;GO:0006486;GO:0001501
Q99853,Forkhead box B1,Brain,GO:0000785;GO:0005634;GO:0000981;GO:0000978;GO:0043565;GO:1990837;GO:0009653;GO:0007412;GO:0030154;GO:0061381;GO:0061030;GO:0033504;GO:0021855;GO:0061379;GO:0007595;GO:0061377;GO:0021767;GO:0061374;GO:0030901;GO:0043524;GO:0006357;GO:0001756;GO:0021510;GO:0022029;GO:0021794;GO:0001655;GO:0008542
P34903,Gamma-aminobutyric acid type A receptor subunit alpha3,Brain,GO:0034707;GO:0032590;GO:1902711;GO:0043005;GO:0005886;GO:0098794;GO:0045211;GO:0045202;GO:1902495;GO:0008503;GO:0004890;GO:0022851;GO:1902476;GO:0007214;GO:1904862;GO:0060078;GO:0051932
P47870,Gamma-aminobutyric acid type A receptor subunit beta2,Brain,GO:0034707;GO:0030659;GO:0043197;GO:0070062;GO:1902711;GO:0098982;GO:0043005;GO:0005886;GO:0045211;GO:0099634;GO:0045202;GO:1902495;GO:0005254;GO:0004890;GO:0022851;GO:0030594;GO:1904315;GO:0071420;GO:0007268;GO:1902476;GO:0090102;GO:0007214;GO:1904862;GO:0060119;GO:0060384;GO:0051932
Q8N1C3,Gamma-aminobutyric acid type A receptor subunit gamma1,Brain,GO:0034707;GO:0032590;GO:1902711;GO:0043005;GO:0005886;GO:0098794;GO:0045211;GO:0045202;GO:1902495;GO:0050811;GO:0004890;GO:0022851;GO:1902476;GO:0007214;GO:1904862;GO:0060078;GO:0051932
Q9UN88,Gamma-aminobutyric acid type A receptor subunit theta,Brain,GO:0034707;GO:1902711;GO:0043005;GO:0005886;GO:0045211;GO:0043235;GO:0045202;GO:1902495;GO:0004890;GO:0022851;GO:0030594;GO:0005326;GO:0004888;GO:1902476;GO:0007165
Q05329,Glutamate decarboxylase 2,Brain,GO:0030424;GO:0061202;GO:0005737;GO:0005829;GO:0098982;GO:0000139;GO:0060077;GO:0043025;GO:0048471;GO:0005886;GO:0042734;GO:0030672;GO:0016595;GO:0004351;GO:0044877;GO:0030170;GO:1990416;GO:0071456;GO:0007268;GO:0006540;GO:0009449;GO:0061771;GO:0042220;GO:0071548;GO:0032570;GO:0009410
Q96MZ0,Ganglioside induced differentiation associated protein 1 like 1,Brain,GO:0005739
P14136,Glial fibrillary acidic protein,Brain,GO:0097450;GO:0044297;GO:0042995;GO:0005737;GO:0098574;GO:0005829;GO:0005882;GO:0045111;GO:0042802;GO:0005178;GO:0019900;GO:0005200;GO:0014002;GO:0060020;GO:0070779;GO:0030198;GO:0010467;GO:0045109;GO:0006886;GO:0060291;GO:0010977;GO:0031102;GO:0010625;GO:1904714;GO:0051580;GO:0043254;GO:0014010
O15354,G protein-coupled receptor 37,Brain,GO:0009986;GO:0005737;GO:0030425;GO:0005783;GO:0005789;GO:0005886;GO:0043235;GO:0045202;GO:0000151;GO:0008528;GO:0004930;GO:0031072;GO:0030544;GO:0042923;GO:0008188;GO:0030165;GO:0042277;GO:0036505;GO:0031625;GO:0007193;GO:0034614;GO:0016358;GO:0042416;GO:0007186;GO:0031987;GO:0007218;GO:0045964;GO:0043410
Q14416,Glutamate metabotropic receptor 2,Brain,GO:0097449;GO:0030424;GO:0030425;GO:0098978;GO:0005886;GO:0045211;GO:0042734;GO:0005246;GO:0004930;GO:0008066;GO:0001641;GO:0097110;GO:0035095;GO:0033554;GO:0007268;GO:0007216;GO:0010467;GO:0014047;GO:0090461;GO:0060292;GO:0007194;GO:0051897;GO:0099171;GO:0014059;GO:0014048;GO:2001023;GO:0051966;GO:0042220
P22304,Iduronate 2-sulfatase,Brain,GO:0005737;GO:0043202;GO:0005764;GO:0005509;GO:0004423;GO:0030209;GO:0006027;GO:0030200
Q96ID5,Immunoglobin superfamily member 21,Brain,GO:0005912;GO:0009897;GO:0060077;GO:0098839;GO:0042734;GO:0007157;GO:0007156;GO:0060074;GO:0099550
Q16352,Internexin neuronal intermediate filament protein alpha,Brain,GO:0005737;GO:0036464;GO:0005615;GO:0005882;GO:0005883;GO:0099160;GO:0098685;GO:0005200;GO:0099184;GO:0030154;GO:1990830;GO:0045109;GO:0060052;GO:0099170;GO:0021762
Q9UPP2,IQ motif and Sec7 domain ArfGEF 3,Brain,GO:0005829;GO:0098982;GO:0098690;GO:0060077;GO:0005654;GO:0014069;GO:0045211;GO:0099629;GO:0005085;GO:0030036;GO:0032012
P16389,Potassium voltage-gated channel subfamily A member 2,Brain,GO:0030424;GO:0043194;GO:0043679;GO:0044305;GO:0030425;GO:0005789;GO:0098978;GO:0044224;GO:0030027;GO:0031258;GO:0016020;GO:0032809;GO:0033010;GO:0043204;GO:0005886;GO:0045211;GO:0042734;GO:0008076;GO:0005251;GO:0019894;GO:0015271;GO:0005267;GO:1905030;GO:0099508;GO:0005249;GO:0001508;GO:0021987;GO:0022038;GO:0019228;GO:0021633;GO:0097623;GO:0071805;GO:0006813;GO:0051260;GO:0045188;GO:0014059;GO:0019233
P17658,Potassium voltage-gated channel subfamily A member 6,Brain,GO:0043679;GO:0005829;GO:0043231;GO:0016020;GO:0005886;GO:0034705;GO:0008076;GO:0005251;GO:0005249;GO:0001508;GO:0071805;GO:0006813;GO:0051260
Q14500,Potassium inwardly rectifying channel subfamily J member 12,Brain,GO:0016020;GO:0034702;GO:0005886;GO:0030315;GO:0005242;GO:0006936;GO:1990573;GO:0006813;GO:0051289;GO:0008016;GO:0034765
O43526,Potassium voltage-gated channel subfamily Q member 2,Brain,GO:0043194;GO:0016020;GO:0033268;GO:0005886;GO:0045202;GO:0008076;GO:0030506;GO:0005516;GO:0022843;GO:0005249;GO:0001508;GO:0007268;GO:0007399;GO:0071805
Q8IZU9,Kirre like nephrin family adhesion molecule 3,Brain,GO:0030424;GO:0005911;GO:0030425;GO:0043198;GO:0005576;GO:0016020;GO:0005886;GO:0008021;GO:0050839;GO:0098609;GO:0072102;GO:0030097;GO:0021766;GO:0007156;GO:0002121;GO:0001764;GO:0048812;GO:0021740;GO:0007416
Q7Z7J7,LHFPL tetraspan subfamily member 4,Brain,GO:0030425;GO:0098982;GO:0060077;GO:0005886;GO:0045211;GO:0099572;GO:0050811;GO:0097112;GO:0099645;GO:1905702;GO:0007605
Q9HAT1,"Lectin, mannose binding 1 like",Brain,GO:0062023;GO:0030134;GO:0005789;GO:0005793;GO:0033116;GO:0000139;GO:0005537;GO:0006888
A6NIK2,Leucine rich repeat containing 10B,Brain,
Q8N2G4,LY6/PLAUR domain containing 1,Brain,GO:0005576;GO:0005886;GO:0098552;GO:0045202;GO:0033130;GO:0030550;GO:0095500;GO:0001662;GO:1903077;GO:0072659;GO:0035094;GO:0007271
Q13394,Mab-21 like 1,Brain,GO:0005634;GO:0005524;GO:0005525;GO:0046872;GO:0016779;GO:0009653;GO:0043010;GO:0008283;GO:0001654;GO:0008284
P78559,Microtubule associated protein 1A,Brain,GO:0030424;GO:1904115;GO:0043194;GO:0005737;GO:0005829;GO:0030425;GO:0044307;GO:1901588;GO:0043198;GO:0005874;GO:0005875;GO:0043005;GO:0043025;GO:0150001;GO:0045202;GO:0003779;GO:0008093;GO:0008017;GO:0005198;GO:0048156;GO:0015631;GO:0099641;GO:0008306;GO:0007409;GO:0016358;GO:0007613;GO:0000226;GO:0032435;GO:1902817;GO:0070050;GO:1990535;GO:1903829;GO:2000010;GO:0031114;GO:0048167;GO:0099642;GO:0050882
Q9H115,NSF attachment protein beta,Brain,GO:0070062;GO:0098978;GO:0070044;GO:0005483;GO:0019905;GO:0006886;GO:0010807;GO:0035494;GO:0035249
Q9C056,NK6 homeobox 2,Brain,GO:0000785;GO:0005634;GO:0003677;GO:0003700;GO:0000981;GO:0001227;GO:0000978;GO:1990837;GO:0030154;GO:0022010;GO:0010454;GO:0045892;GO:0048715;GO:0050885;GO:0048663;GO:0003310;GO:0010455;GO:0048714;GO:0006355;GO:0031641;GO:0006357
Q8NG41,Neuropeptide B,Brain,GO:0005576;GO:0001664;GO:0007631;GO:0007186;GO:0007218
P58400,Neurexin 1,Brain,GO:0044295;GO:0009986;GO:0030139;GO:0005783;GO:0098982;GO:0098978;GO:0031594;GO:0043025;GO:0031965;GO:0005886;GO:0098793;GO:0042734;GO:0098635;GO:0098820;GO:0031982;GO:0048306;GO:0050839;GO:0046872;GO:0097109;GO:0005102;GO:0004888;GO:0005105;GO:0030534;GO:0098990;GO:0001525;GO:0016339;GO:0071277;GO:0021707;GO:0045184;GO:0097112;GO:0097116;GO:0097117;GO:0007157;GO:0007612;GO:0051490;GO:0010629;GO:0097118;GO:0007158;GO:0031175;GO:0048812;GO:0023041;GO:0097114;GO:0098989;GO:0043950;GO:0070374;GO:2000463;GO:0045743;GO:0010628;GO:1900075;GO:0051897;GO:1900738;GO:1905520;GO:1903078;GO:0051965;GO:0032230;GO:0051968;GO:0097119;GO:0097104;GO:0097105;GO:0035418;GO:0090126;GO:0097120;GO:0007165;GO:0035176;GO:0007416;GO:0097091;GO:0071625
Q6X4W1,NMDA receptor synaptonuclear signaling and neuronal migration factor,Brain,GO:0097440;GO:0030863;GO:0005737;GO:0030425;GO:0000791;GO:0016020;GO:0043005;GO:0005635;GO:0016363;GO:0031965;GO:0005654;GO:0005634;GO:0043204;GO:0005886;GO:0014069;GO:0045202;GO:0048306;GO:0071230;GO:0071257;GO:0071371;GO:2001224;GO:0048814;GO:0043523;GO:0048168
Q9H813,Proton activated chloride channel 1,Brain,GO:0009986;GO:0034707;GO:0005886;GO:0061797;GO:0006821
Q9UHG2,Proprotein convertase subtilisin/kexin type 1 inhibitor,Brain,GO:0005615;GO:0030141;GO:0005802;GO:0004866;GO:0004867;GO:0005102;GO:0007218;GO:0016486;GO:0009409;GO:0002021
Q8IYJ0,PILR alpha associated neural protein,Brain,GO:0016323;GO:0016020;GO:0005886;GO:0098793;GO:0019904;GO:0021549;GO:0021542;GO:0007214;GO:0010467;GO:0014047;GO:0048872;GO:0050776;GO:0006950;GO:0035176;GO:0008542
Q99569,Plakophilin 4,Brain,GO:0005912;GO:0030054;GO:0005911;GO:0001533;GO:0005737;GO:0009898;GO:0005856;GO:0030057;GO:0030496;GO:0072686;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0051233;GO:0000922;GO:0045296;GO:0098609;GO:0007043;GO:0007267;GO:0032467;GO:0043547;GO:0030155
Q7Z2D5,Phospholipid phosphatase related 4,Brain,GO:0098978;GO:0005886;GO:0098839;GO:0098685;GO:0008195;GO:0007409;GO:0007186;GO:0048839;GO:0140354;GO:0006644;GO:0099175;GO:0051966;GO:0007165
O14829,Protein phosphatase with EF-hand domain 1,Brain,GO:0005829;GO:0005634;GO:0005509;GO:0033192;GO:0140791;GO:0005506;GO:0030145;GO:1990439;GO:0017018;GO:0004722;GO:0180006;GO:0180007;GO:0180008;GO:0180005;GO:0180004;GO:0050906;GO:0006470
O75334,PTPRF interacting protein alpha 2,Brain,GO:0030424;GO:0009986;GO:0005737;GO:0005829;GO:0043197;GO:0070062;GO:0098978;GO:0014069;GO:0048786;GO:0042734;GO:0008021;GO:0098919;GO:0099181;GO:0007160;GO:0099519;GO:0060998;GO:0061001;GO:2000300;GO:0050808
Q96D21,RASD family member 2,Brain,GO:0005886;GO:0045202;GO:0031681;GO:0005525;GO:0003924;GO:0007626;GO:0051897;GO:0033235;GO:0007165;GO:0001963
Q13972,Ras protein specific guanine nucleotide releasing factor 1,Brain,GO:0005829;GO:0030426;GO:0043005;GO:0005886;GO:0035254;GO:0005085;GO:0090630;GO:0007616;GO:0031175;GO:0043547;GO:0046579;GO:0007265;GO:0048168;GO:0035020;GO:0046578;GO:0048167;GO:0034976;GO:0007165;GO:0044342
Q92737,RAS like family 10 member A,Brain,GO:0005730;GO:0005886;GO:0003925;GO:0005525;GO:0003924;GO:0007264
Q9BZR6,Reticulon 4 receptor,Brain,GO:0044295;GO:0009986;GO:0043198;GO:0005783;GO:0009897;GO:0070062;GO:0098978;GO:0045121;GO:0043005;GO:0043025;GO:0043204;GO:0005886;GO:0098793;GO:0035374;GO:1905573;GO:1905576;GO:0008201;GO:0038131;GO:0044877;GO:0038023;GO:0007409;GO:0007166;GO:0022038;GO:0030517;GO:0048681;GO:0010977;GO:0023041;GO:0043547;GO:0035025;GO:0150052
Q59EK9,RUN domain containing 3A,Brain,GO:0043231;GO:0030695;GO:0010753;GO:0007264
P13521,Secretogranin II,Brain,GO:0005788;GO:0005615;GO:0098992;GO:0030141;GO:0042056;GO:0005125;GO:0001525;GO:0043542;GO:0048245;GO:0050930;GO:0006954;GO:0035556;GO:0000165;GO:2000352;GO:0001937;GO:2001237;GO:0050918;GO:0001938;GO:0009306
P0DPB3,Schwannomin interacting protein 1,Brain,GO:0030054;GO:0005737;GO:0005886;GO:0042802;GO:0035332
P43003,Solute carrier family 1 member 3,Brain,GO:0009925;GO:0009986;GO:0031410;GO:0016020;GO:0098796;GO:0043005;GO:0043025;GO:0048471;GO:0005886;GO:0045202;GO:0016595;GO:0015501;GO:0005314;GO:0005313;GO:0046872;GO:0015175;GO:0031223;GO:0048667;GO:0071314;GO:0007268;GO:1902476;GO:0021545;GO:0070779;GO:0009449;GO:0006883;GO:0140009;GO:0051938;GO:0098712;GO:0015813;GO:0006811;GO:0050885;GO:0006836;GO:0001504;GO:0050806;GO:0071805;GO:0046677;GO:0009416;GO:0009611;GO:0009410;GO:0007605;GO:0070633;GO:0150104
Q8WWX8,Solute carrier family 5 member 11,Brain,GO:0016324;GO:0005886;GO:0005412;GO:0005365;GO:0015166;GO:0006915;GO:0015798
P48065,Solute carrier family 6 member 12,Brain,GO:0016323;GO:0042995;GO:0016020;GO:0005886;GO:0098793;GO:0015171;GO:0005332;GO:0008028;GO:0006865;GO:0051936;GO:0015812;GO:0031460;GO:0015718;GO:0035725
P37840,Synuclein alpha,Brain,GO:0015629;GO:0030424;GO:0043679;GO:0005938;GO:0005737;GO:0005829;GO:0005576;GO:0005615;GO:0030426;GO:0016234;GO:0005764;GO:0016020;GO:0005739;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0098794;GO:0032991;GO:0099512;GO:0030672;GO:0003779;GO:0043014;GO:0005509;GO:0005507;GO:1903136;GO:0043027;GO:0070840;GO:0008198;GO:0042393;GO:0030544;GO:0042802;GO:0019894;GO:0008289;GO:0000287;GO:0060090;GO:0016491;GO:0005543;GO:0051219;GO:0004860;GO:0000149;GO:0048156;GO:0000976;GO:0008270;GO:0008344;GO:1990000;GO:0071280;GO:0071872;GO:0034599;GO:0007268;GO:0042416;GO:0051583;GO:0060079;GO:0006631;GO:0060291;GO:0001774;GO:0042775;GO:0007006;GO:0043066;GO:1904715;GO:0051585;GO:0045920;GO:0031115;GO:1902957;GO:0032769;GO:0043524;GO:0051622;GO:0010642;GO:0006469;GO:0051612;GO:0070495;GO:0000122;GO:0032410;GO:0051402;GO:0006638;GO:0006644;GO:0043065;GO:0045807;GO:0045921;GO:1903284;GO:1903285;GO:0050729;GO:0060732;GO:0001956;GO:0033138;GO:1904377;GO:0071902;GO:0001921;GO:0051281;GO:0035543;GO:0031648;GO:0051262;GO:0031623;GO:0050812;GO:0014059;GO:0014048;GO:0040012;GO:0048169;GO:0043030;GO:0051621;GO:0010517;GO:1905606;GO:1903426;GO:1903421;GO:0022898;GO:0070555;GO:0010040;GO:0032496;GO:0032026;GO:0034341;GO:0009410;GO:0035493;GO:0097435;GO:0050808;GO:0048488;GO:0016079;GO:0016082;GO:0048489
O00570,SRY-box transcription factor 1,Brain,GO:0000785;GO:0005634;GO:0003677;GO:0001228;GO:0003700;GO:0000981;GO:0000978;GO:0007420;GO:1990830;GO:0006325;GO:0021884;GO:1904936;GO:0002089;GO:0000122;GO:0030182;GO:0045944;GO:0006355;GO:0048713;GO:0021521
Q9Y4P9,Sperm flagellar 1,Brain,GO:0097729;GO:0016324;GO:1990716;GO:0005930;GO:0016323;GO:0097542;GO:0005737;GO:0030175;GO:0030027;GO:0005874;GO:0005902;GO:0001725;GO:0003779;GO:0008017;GO:1904158;GO:0016477;GO:0003341;GO:0046847;GO:0030032;GO:0001578;GO:0007026;GO:0051493;GO:2000095
Q8TBG9,Synaptoporin,Brain,GO:0043005;GO:0030672
Q9BQG1,Synaptotagmin 3,Brain,GO:0005768;GO:0070382;GO:0005886;GO:0030658;GO:0061891;GO:0005544;GO:0046872;GO:0000149;GO:0030154;GO:1903861;GO:0031340;GO:0017158;GO:0016192
Q6VUC0,Transcription factor AP-2 epsilon,Brain,GO:0000785;GO:0005634;GO:0001228;GO:0000981;GO:0042802;GO:0000978;GO:0000977;GO:1990837;GO:0045944;GO:0042127
Q13009,TIAM Rac1 associated GEF 1,Brain,GO:0044295;GO:0044291;GO:0005911;GO:0005829;GO:0043197;GO:0099147;GO:0098978;GO:0044304;GO:0005874;GO:0043025;GO:0005886;GO:0032587;GO:0045202;GO:0005085;GO:0019900;GO:0008289;GO:0008017;GO:0030971;GO:0090630;GO:0003300;GO:0016477;GO:0007160;GO:0048013;GO:1990138;GO:0050772;GO:0030335;GO:0008284;GO:0061003;GO:0010718;GO:0032092;GO:1904268;GO:0072657;GO:0065003;GO:0016601;GO:1904338;GO:0010717;GO:0070372;GO:0061178;GO:1905274;GO:2000050;GO:0051056;GO:0042220;GO:0007264;GO:0060071
Q8NBT3,Transmembrane protein 145,Brain,GO:0016020;GO:0007186;GO:0019236
Q6ZVK1,Transmembrane protein 179,Brain,GO:0016020
O94811,Tubulin polymerization promoting protein,Brain,GO:0005737;GO:0005829;GO:0005794;GO:0005874;GO:0005815;GO:0005739;GO:0072686;GO:0005634;GO:0048471;GO:0150051;GO:0003924;GO:0000287;GO:1990606;GO:0008017;GO:0140490;GO:0046983;GO:0042803;GO:0015631;GO:0030953;GO:0051301;GO:0001578;GO:0051418;GO:0046785;GO:0032288;GO:1904428;GO:0014003;GO:0048709;GO:0031643;GO:0032273;GO:0031334;GO:0070507
Q9Y577,Tripartite motif containing 17,Brain,GO:0005737;GO:0005829;GO:0005764;GO:0030674;GO:0061630;GO:0004842;GO:0008270;GO:0006914;GO:0045087;GO:0051865;GO:0010468;GO:0032880
B2RUY7,Von Willebrand factor C domain containing 2 like,Brain,GO:0032281;GO:0005615;GO:0045202;GO:0030514;GO:0045666
Q2TBF2,WSC domain containing 2,Brain,GO:0000139;GO:0008146
Q9UPR6,Zinc finger RNA binding protein 2,Brain,GO:0003725;GO:0003727;GO:0008270
Q9H172,ATP binding cassette subfamily G member 4,Brain,GO:0031410;GO:0010008;GO:0005886;GO:0034041;GO:0005524;GO:0016887;GO:0042802;GO:0046982;GO:0042803;GO:0071403;GO:1990830;GO:0033344;GO:0042632;GO:0045542;GO:0010875;GO:0006355;GO:0055085
Q08462,Adenylate cyclase 2,Brain,GO:0005737;GO:0030425;GO:0016020;GO:0045121;GO:0005886;GO:0004016;GO:0008179;GO:0005524;GO:0000287;GO:0030145;GO:0007189;GO:0007193;GO:0007188;GO:0006171;GO:1904322;GO:0035556
A5PLL1,Ankyrin repeat domain 34B,Brain,GO:0005634;GO:0071546
Q7Z5H3,Rho GTPase activating protein 22,Brain,GO:0005829;GO:0005925;GO:0098978;GO:0005634;GO:0005096;GO:0001525;GO:0030154;GO:0051058;GO:0099175;GO:0051056;GO:0007165
P78348,Acid sensing ion channel subunit 1,Brain,GO:0009986;GO:0098978;GO:0005794;GO:0005886;GO:0098839;GO:0098793;GO:0015280;GO:0022839;GO:0160128;GO:0008306;GO:0001662;GO:0070588;GO:0071467;GO:0007613;GO:0046929;GO:0007269;GO:0070207;GO:0042391;GO:0150052;GO:0010447;GO:0001975;GO:0050915;GO:0035725;GO:0006814
Q9NTI2,ATPase phospholipid transporting 8A2,Brain,GO:0042995;GO:0010008;GO:0005794;GO:0000139;GO:0005654;GO:1990531;GO:0005886;GO:0005524;GO:0016887;GO:0140326;GO:0000287;GO:0090555;GO:0140346;GO:0090556;GO:0140331;GO:0007409;GO:0050908;GO:0008340;GO:0042755;GO:0042472;GO:0003011;GO:0008285;GO:0060052;GO:0050884;GO:0048666;GO:0045332;GO:0040018;GO:0010976;GO:0061092;GO:0010996;GO:0010842;GO:0043588
Q9P2W7,"Beta-1,3-glucuronyltransferase 1",Brain,GO:0005789;GO:0005576;GO:0000139;GO:0043231;GO:0016020;GO:0015018;GO:0046872;GO:0005975;GO:0050650;GO:0006024;GO:0006486;GO:0008542
Q9BUH8,Brain enriched guanylate kinase associated,Brain,GO:0005737;GO:0016020;GO:0098794;GO:0045202;GO:0098817
Q8TDC3,BR serine/threonine kinase 1,Brain,GO:0030054;GO:0005813;GO:0098981;GO:0005737;GO:0150034;GO:0005654;GO:0005634;GO:0014069;GO:0048786;GO:0008021;GO:0004676;GO:0004679;GO:0005524;GO:0004677;GO:0004694;GO:0043015;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0000287;GO:0019901;GO:0106310;GO:0004674;GO:0072518;GO:0004711;GO:0048156;GO:0050321;GO:0008306;GO:0007409;GO:0051298;GO:0006974;GO:0030010;GO:0000086;GO:0090176;GO:0007095;GO:0030182;GO:0007269;GO:0018105;GO:0006468;GO:0050770;GO:0010975;GO:0048167;GO:2000807;GO:0010807;GO:0009411;GO:0099504
Q8IWQ3,BR serine/threonine kinase 2,Brain,GO:0005813;GO:0005737;GO:0150034;GO:0005783;GO:0048471;GO:0004676;GO:0004679;GO:0005524;GO:0051117;GO:0060590;GO:0004677;GO:0004694;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0000287;GO:0019901;GO:0106310;GO:0004674;GO:0072518;GO:0004711;GO:0048156;GO:0050321;GO:0030036;GO:0007409;GO:0051301;GO:0036503;GO:0030010;GO:0006887;GO:0000086;GO:0070059;GO:0090176;GO:0030182;GO:0006468;GO:0043462;GO:0050770;GO:0061178;GO:0010975;GO:1904152;GO:2000807
Q9UPA5,Bassoon presynaptic cytomatrix protein,Brain,GO:0030424;GO:0009986;GO:0098683;GO:0048788;GO:0030425;GO:0060076;GO:0098982;GO:0098978;GO:0044306;GO:0005634;GO:0014069;GO:0048786;GO:0098685;GO:0008021;GO:0030672;GO:0004857;GO:0046872;GO:0098882;GO:0007268;GO:0050804;GO:1904071;GO:0035418;GO:0098693;GO:0097091
A0A1B0GVM6,Chromosome 11 open reading frame 97,Brain,GO:0036064;GO:0097546;GO:0005737
Q8TF44,C2 calcium dependent domain containing 4C,Brain,GO:0005829
F5H4A9,Chromosome 3 open reading frame 80,Brain,GO:0016020
Q13554,Calcium/calmodulin dependent protein kinase II beta,Brain,GO:0005954;GO:0005813;GO:0005737;GO:0005829;GO:0030666;GO:0043005;GO:0005654;GO:0014069;GO:0033017;GO:0003779;GO:0005524;GO:0004683;GO:0005516;GO:0042802;GO:0042803;GO:0106310;GO:0030154;GO:0007399;GO:0061003;GO:0010976;GO:0090129;GO:0046777;GO:0006468;GO:0051924;GO:0060998;GO:0048169;GO:2001222;GO:0048168;GO:1903076;GO:0014733;GO:0051823;GO:0007165
Q16566,Calcium/calmodulin dependent protein kinase IV,Brain,GO:0005737;GO:0070062;GO:0001650;GO:0005654;GO:0005634;GO:0005524;GO:0009931;GO:0004683;GO:0005516;GO:0106310;GO:0002250;GO:0006954;GO:0035556;GO:0007616;GO:0043011;GO:0045893;GO:0006468;GO:0045670;GO:0033081;GO:0007165
A5YM72,Carnosine synthase 1,Brain,GO:0005829;GO:0005524;GO:0016887;GO:0047730;GO:0102102;GO:0046872;GO:0035499;GO:0006548
Q8WWL7,Cyclin B3,Brain,GO:0000307;GO:0005737;GO:0005815;GO:0016607;GO:0005634;GO:0016538;GO:0051301;GO:0000082;GO:0051321
O95971,CD160 molecule,Brain,GO:0005576;GO:0005886;GO:0098552;GO:0032397;GO:0019900;GO:0023024;GO:0032393;GO:0032394;GO:0005102;GO:0002250;GO:0001525;GO:0050829;GO:0045087;GO:0002385;GO:1905675;GO:0016525;GO:1900280;GO:0050860;GO:0043491;GO:2000353;GO:0002729;GO:0043323;GO:0045954;GO:0002857;GO:0032729;GO:0031295
Q07002,Cyclin dependent kinase 18,Brain,GO:0005737;GO:0005739;GO:0005634;GO:0005524;GO:0004693;GO:0106310;GO:0031643;GO:1901987
Q8N6W0,CUGBP Elav-like family member 5,Brain,GO:0005737;GO:0005634;GO:1990904;GO:0003729;GO:0036002;GO:0006376;GO:0000381
P0DPI3,Centromere protein V like 2,Brain,GO:0016846;GO:0046872
P27544,Ceramide synthase 1,Brain,GO:0005783;GO:0005789;GO:0043231;GO:0016020;GO:0050291;GO:0072721;GO:0036146;GO:0071492;GO:0071466;GO:0046513;GO:1901526;GO:0030148
P08912,Cholinergic receptor muscarinic 5,Brain,GO:0030425;GO:0005886;GO:0045211;GO:0045202;GO:0016907;GO:0004435;GO:0007197;GO:0007268;GO:0015872;GO:0007213;GO:0007187;GO:0001696;GO:0060304;GO:0019226
O75508,Claudin 11,Brain,GO:0030424;GO:0045178;GO:0005923;GO:0030054;GO:0005811;GO:0005883;GO:0005886;GO:0070160;GO:0042802;GO:0005198;GO:0008366;GO:0070830;GO:0016338;GO:0007155;GO:0007283;GO:0120192
Q3B7I2,Canopy FGF signaling regulator 1,Brain,
Q9UHC6,Contactin associated protein 2,Brain,GO:0030673;GO:0030424;GO:0009986;GO:0030425;GO:0005769;GO:0098982;GO:0098978;GO:0005794;GO:0044224;GO:0016020;GO:0043025;GO:0033010;GO:0033270;GO:0043204;GO:0042734;GO:0008076;GO:0019899;GO:0002020;GO:0044325;GO:0030534;GO:0007420;GO:0007155;GO:0008283;GO:0021987;GO:0045163;GO:0007612;GO:0021761;GO:0031175;GO:0048812;GO:0008038;GO:1903598;GO:0060134;GO:0071205;GO:0035176;GO:0021756;GO:0071109;GO:0021794;GO:0019226;GO:0042297;GO:0071625
Q9P218,Collagen type XX alpha 1 chain,Brain,GO:0005581;GO:0062023;GO:0005788;GO:0005576
Q6ZNG2,Developing brain homeobox 2,Brain,GO:0000785;GO:0005634;GO:0003677;GO:0000981;GO:0006357
Q9Y6T7,Diacylglycerol kinase beta,Brain,GO:0005737;GO:0005829;GO:0005886;GO:0045211;GO:0005524;GO:0004143;GO:0005509;GO:0008289;GO:0046339;GO:0046486;GO:0035556;GO:0046834;GO:0006654;GO:0007200;GO:0030168
P78352,Discs large MAGUK scaffold protein 4,Brain,GO:0005912;GO:0032281;GO:0016323;GO:0030054;GO:0044300;GO:0030863;GO:0005737;GO:0005829;GO:0032839;GO:0043197;GO:0030666;GO:0005783;GO:0060076;GO:0098978;GO:0044224;GO:0031594;GO:0043005;GO:0044306;GO:0044309;GO:0005886;GO:0014069;GO:0098839;GO:0045211;GO:0045202;GO:0097060;GO:0008021;GO:0033130;GO:0031697;GO:0031748;GO:0035255;GO:0019900;GO:0097109;GO:0031812;GO:0030165;GO:0019901;GO:0019903;GO:0044877;GO:0097110;GO:0097113;GO:0098609;GO:0035865;GO:0007268;GO:0060997;GO:0045184;GO:0045197;GO:0007612;GO:0035641;GO:0002091;GO:0007399;GO:0050885;GO:0099645;GO:0098989;GO:0007204;GO:2000463;GO:0150012;GO:0050806;GO:0098970;GO:0035418;GO:0065003;GO:0097120;GO:2000821;GO:0048169;GO:0007165;GO:0035176;GO:0016188;GO:0071625
