Uniprot,Gene description,Organ,GO
Q7Z4W1,Dicarbonyl and L-xylulose reductase,Liver,GO:0005903;GO:0005881;GO:0005829;GO:0070062;GO:0005902;GO:0005739;GO:0005634;GO:0005886;GO:0004090;GO:0042802;GO:0050038;GO:0016655;GO:0019640;GO:0042732;GO:0006006;GO:0006739;GO:2000379;GO:0005997
Q96PD7,Diacylglycerol O-acyltransferase 2,Liver,GO:0005829;GO:0005783;GO:0005789;GO:0043231;GO:0005811;GO:0016020;GO:0005739;GO:1990578;GO:0048471;GO:0003846;GO:0004144;GO:0042803;GO:0050252;GO:0071400;GO:0042632;GO:0006651;GO:0046339;GO:0060613;GO:0055089;GO:0006071;GO:0035356;GO:0019915;GO:0035336;GO:0034383;GO:0006640;GO:0097006;GO:0019432
Q8TBG4,Ethanolamine-phosphate phospho-lyase,Liver,GO:0005759;GO:0050459;GO:0030170;GO:0008483
P46952,"3-hydroxyanthranilate 3,4-dioxygenase",Liver,GO:0005737;GO:0005829;GO:0000334;GO:0009055;GO:0008198;GO:0034354;GO:0043420;GO:0009435;GO:0070050;GO:0019805;GO:0046874;GO:0046686;GO:0010043;GO:0006569
P54868,3-hydroxy-3-methylglutaryl-CoA synthase 2,Liver,GO:0005759;GO:0005739;GO:0004421;GO:0042802;GO:0006084;GO:0060612;GO:0071230;GO:0071398;GO:0071385;GO:0032869;GO:0071222;GO:0006695;GO:0010142;GO:0046951;GO:0001822;GO:0001889;GO:0030324;GO:0007494;GO:0033555;GO:0051591;GO:0045471;GO:0033762;GO:0060416;GO:0070543;GO:0010038;GO:0034284;GO:0007584;GO:0034696;GO:0042594;GO:0009266;GO:0033574;GO:0034014;GO:0009410
P01042,Kininogen 1,Liver,GO:0072562;GO:0062023;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0005886;GO:0031093;GO:0004869;GO:0008201;GO:0005179;GO:0005102;GO:0008270;GO:0007596;GO:0006954;GO:0030195;GO:0007162;GO:0045861;GO:0043065;GO:0007204;GO:0042311
Q9NP71,MLX interacting protein like,Liver,GO:0000785;GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005667;GO:0035538;GO:0003677;GO:0001216;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:0001227;GO:0046982;GO:0000978;GO:0061629;GO:0009653;GO:0097009;GO:0055089;GO:0042593;GO:0010255;GO:0008610;GO:0045892;GO:0090324;GO:0033137;GO:0008284;GO:0045893;GO:0045723;GO:0045821;GO:0046889;GO:0045944;GO:0000432;GO:0006355;GO:0006357;GO:0070328
Q8N159,N-acetylglutamate synthase,Liver,GO:0005759;GO:0005739;GO:0004042;GO:0006536;GO:0006526;GO:0000050
Q9UHI7,Solute carrier family 23 member 1,Liver,GO:0016324;GO:0009925;GO:0005737;GO:0070062;GO:0043229;GO:0005886;GO:0033300;GO:0008520;GO:0015229;GO:0015205;GO:0015081;GO:0015143;GO:0007420;GO:0070837;GO:0019852;GO:0015882;GO:0030324;GO:0015851;GO:0009636;GO:0006814
Q99624,Solute carrier family 38 member 3,Liver,GO:0016324;GO:0016323;GO:0005886;GO:0015171;GO:0015180;GO:0015182;GO:0140831;GO:0015186;GO:0140830;GO:0005290;GO:0140832;GO:0005295;GO:0003333;GO:0006865;GO:0006867;GO:0051365;GO:0007565;GO:0010585;GO:0006868;GO:0015817;GO:0080144;GO:0015808;GO:1903811;GO:1903803;GO:1903810;GO:1902024;GO:2000487;GO:0045944;GO:0150104
P48065,Solute carrier family 6 member 12,Liver,GO:0016323;GO:0042995;GO:0016020;GO:0005886;GO:0098793;GO:0015171;GO:0005332;GO:0008028;GO:0006865;GO:0051936;GO:0015812;GO:0031460;GO:0015718;GO:0035725
P50226,Sulfotransferase family 1A member 2,Liver,GO:0005737;GO:0005829;GO:0004062;GO:0047894;GO:0008146;GO:0050427;GO:0009309;GO:0006584;GO:0006068;GO:0018958;GO:0008202;GO:0051923;GO:0006805
O14894,Transmembrane 4 L six family member 5,Liver,GO:0005765;GO:0016020;GO:0005886;GO:0034618;GO:2000045
O43557,TNF superfamily member 14,Liver,GO:0005737;GO:0005615;GO:0005886;GO:0043027;GO:0005125;GO:0042802;GO:0005102;GO:0005164;GO:0006915;GO:0007166;GO:0071260;GO:0006955;GO:0043123;GO:2001238;GO:0045663;GO:1901741;GO:1901224;GO:0010820;GO:0007165;GO:0042110;GO:0010818;GO:0031295;GO:0043029;GO:0042098
Q6UWM9,UDP glucuronosyltransferase family 2 member A3,Liver,GO:0016020;GO:0015020;GO:0052695;GO:0008210
O95497,Vanin 1,Liver,GO:0035577;GO:0005576;GO:0016020;GO:0005886;GO:0098552;GO:0017159;GO:0002526;GO:0098609;GO:0002544;GO:0015938;GO:0006954;GO:0045087;GO:0015939;GO:1902177;GO:0033089;GO:0006979
Q9NQ94,APOBEC1 complementation factor,Liver,GO:0030895;GO:0005737;GO:0005783;GO:0045293;GO:0005654;GO:0005634;GO:0140767;GO:0003729;GO:0003723;GO:0003727;GO:0141166;GO:0016554;GO:0007566;GO:0010609;GO:0016556;GO:0006397;GO:2000623;GO:0050821
P01019,Angiotensinogen,Liver,GO:0072562;GO:0062023;GO:0070062;GO:0005576;GO:0005615;GO:0008083;GO:0005179;GO:0004867;GO:0031702;GO:0031703;GO:0038166;GO:0001974;GO:0007267;GO:0007186;GO:0007199;GO:0001822;GO:0034374;GO:0002034;GO:0043407;GO:0051387;GO:0038060;GO:0007200;GO:0090190;GO:0010613;GO:1905920;GO:0001819;GO:0045893;GO:0010595;GO:0045742;GO:0010718;GO:1901203;GO:2001238;GO:0048146;GO:1903598;GO:0050729;GO:0010744;GO:1902895;GO:0051092;GO:0051897;GO:0051247;GO:2000379;GO:0042981;GO:0008217;GO:0002016;GO:1903779;GO:0001558;GO:0042127;GO:1901201;GO:0002019;GO:0035813;GO:0019229;GO:0003014;GO:0002018;GO:1990776;GO:0014873;GO:0042310
Q06278,Aldehyde oxidase 1,Liver,GO:0005829;GO:0070062;GO:0051537;GO:0004031;GO:0071949;GO:0050660;GO:0042802;GO:0005506;GO:0043546;GO:0051287;GO:0042803;GO:0006629;GO:0006805
P04424,Argininosuccinate lyase,Liver,GO:0005737;GO:0005829;GO:0070062;GO:0004056;GO:0042802;GO:0019676;GO:0042450;GO:0006525;GO:0006526;GO:0007626;GO:0045429;GO:0009791;GO:0000050
P00966,Argininosuccinate synthase 1,Liver,GO:0070852;GO:0005737;GO:0005829;GO:0070062;GO:0005741;GO:0005654;GO:0043204;GO:0016597;GO:0004055;GO:0005524;GO:0042802;GO:0003723;GO:0015643;GO:0006953;GO:0000053;GO:0006531;GO:0071418;GO:0071230;GO:0071242;GO:0071320;GO:0071549;GO:0071377;GO:0071499;GO:0071222;GO:0071400;GO:0071356;GO:0071346;GO:0007623;GO:0000052;GO:0060539;GO:0001822;GO:0006526;GO:0001889;GO:0007494;GO:1903038;GO:0045429;GO:0032355;GO:0060416;GO:0010046;GO:0007584;GO:0009410;GO:0010043;GO:0000050
O75936,Gamma-butyrobetaine hydroxylase 1,Liver,GO:0005829;GO:0070062;GO:0005739;GO:0008336;GO:0042802;GO:0005506;GO:0008270;GO:0045329
P06681,Complement C2,Liver,GO:0070062;GO:0005576;GO:0005615;GO:0046872;GO:0004252;GO:0006956;GO:0006958;GO:0045087;GO:2000427;GO:0006508;GO:0009617;GO:0032496;GO:0007584;GO:0097066
Q16663,C-C motif chemokine ligand 15,Liver,GO:0005615;GO:0048020;GO:0042056;GO:0008009;GO:0008201;GO:0005102;GO:0061844;GO:0007267;GO:0070098;GO:0006935;GO:0048245;GO:0006954;GO:0006874;GO:0030335;GO:0007165
O95971,CD160 molecule,Liver,GO:0005576;GO:0005886;GO:0098552;GO:0032397;GO:0019900;GO:0023024;GO:0032393;GO:0032394;GO:0005102;GO:0002250;GO:0001525;GO:0050829;GO:0045087;GO:0002385;GO:1905675;GO:0016525;GO:1900280;GO:0050860;GO:0043491;GO:2000353;GO:0002729;GO:0043323;GO:0045954;GO:0002857;GO:0032729;GO:0031295
P15813,CD1d molecule,Liver,GO:0016323;GO:0009986;GO:0005737;GO:0005783;GO:0005789;GO:0010008;GO:0009897;GO:0005615;GO:0005765;GO:0005764;GO:0005886;GO:0030881;GO:0050839;GO:0030883;GO:0030884;GO:0030882;GO:0071723;GO:0048006;GO:0048007;GO:0016045;GO:0034113;GO:0006955;GO:0045087;GO:0045089;GO:0001916;GO:0042102;GO:0045058
P11597,Cholesteryl ester transfer protein,Liver,GO:0070062;GO:0005576;GO:0005615;GO:0034364;GO:0031982;GO:0015485;GO:0120020;GO:0008289;GO:0031210;GO:0005548;GO:0017129;GO:0042632;GO:0008203;GO:0030301;GO:0034375;GO:0055088;GO:0006869;GO:0034374;GO:0010745;GO:0046470;GO:0055091;GO:0032376;GO:2001140;GO:0010874;GO:0043691;GO:0070328;GO:0006641;GO:0034197;GO:0034372
P08603,Complement factor H,Liver,GO:0072562;GO:0070062;GO:0005576;GO:0005615;GO:1905370;GO:0106139;GO:0001851;GO:0043395;GO:0008201;GO:0042802;GO:0006956;GO:0006957;GO:0006508;GO:0030449;GO:0030451;GO:1903659
Q9Y6Z7,Collectin subfamily member 10,Liver,GO:0005581;GO:0005737;GO:0009897;GO:0005576;GO:0005615;GO:0005794;GO:0005771;GO:1905370;GO:0042056;GO:0005537;GO:0002752;GO:0001867;GO:1904888;GO:1903028;GO:0006508
P33261,Cytochrome P450 family 2 subfamily C member 19,Liver,GO:0005737;GO:0005789;GO:0043231;GO:0005886;GO:0052741;GO:0018675;GO:0018676;GO:0008392;GO:0019899;GO:0020037;GO:0005506;GO:0120319;GO:0004497;GO:0016491;GO:0016712;GO:0019825;GO:0008395;GO:0019373;GO:0001676;GO:0016098;GO:0097267;GO:0008202;GO:0042178;GO:0006805
Q08477,Cytochrome P450 family 4 subfamily F member 3,Liver,GO:0005789;GO:0097259;GO:0097258;GO:0052869;GO:0020037;GO:0005506;GO:0050051;GO:0120319;GO:0102033;GO:0004497;GO:0140692;GO:0019369;GO:0010430;GO:0006690;GO:0036101;GO:0006691;GO:2001302;GO:2001304;GO:0097267
Q96QD5,DEP domain containing 7,Liver,GO:0035556
Q9H1X3,DnaJ heat shock protein family (Hsp40) member C25,Liver,GO:0005789;GO:0006457
Q13609,Deoxyribonuclease 1 like 3,Liver,GO:0005783;GO:0005576;GO:0005634;GO:0005509;GO:0004530;GO:0003677;GO:0004536;GO:0006309;GO:0006259;GO:0002283;GO:0010623;GO:0002673;GO:0070948
O43921,Ephrin A2,Liver,GO:0031594;GO:0043204;GO:0005886;GO:0098552;GO:0046875;GO:0007411;GO:0046849;GO:0007267;GO:0048013;GO:0021772;GO:0030316
P01588,Erythropoietin,Liver,GO:0044297;GO:0009986;GO:0005576;GO:0005615;GO:0005125;GO:0005128;GO:0005179;GO:0030295;GO:0006953;GO:0008015;GO:0097696;GO:0071474;GO:0007566;GO:0030218;GO:0043249;GO:0038162;GO:0042541;GO:0033028;GO:0010523;GO:2001258;GO:1902251;GO:1902219;GO:0000122;GO:0042104;GO:0008284;GO:0045893;GO:0070374;GO:0045666;GO:0010976;GO:0046579;GO:0048678;GO:0071548;GO:0051602;GO:0043627;GO:0055093;GO:0001666;GO:0070555;GO:0032496;GO:0009651;GO:0033574;GO:0033189;GO:0007165
Q17RC7,Exocyst complex component 3 like 4,Liver,GO:0000145;GO:0000149;GO:0051601;GO:0006887
P12259,Coagulation factor V,Liver,GO:0030134;GO:0005788;GO:0033116;GO:0005576;GO:0005615;GO:1903561;GO:0016020;GO:0005886;GO:0031091;GO:0031093;GO:0005507;GO:0008015;GO:0007596;GO:0032571
Q08830,Fibrinogen like 1,Liver,GO:0062023;GO:0005576;GO:0005615;GO:0005577;GO:0005102;GO:0002250;GO:0007160;GO:0072574;GO:0050868;GO:0070527;GO:0050776
P31512,Flavin containing dimethylaniline monoxygenase 4,Liver,GO:0005789;GO:0050660;GO:0047822;GO:0004499;GO:0050661;GO:0097009;GO:0046322;GO:0042178
P49326,Flavin containing dimethylaniline monoxygenase 5,Liver,GO:0005829;GO:0005783;GO:0005789;GO:0004031;GO:0050660;GO:0047822;GO:0004497;GO:0004499;GO:0050661;GO:0106294;GO:0006629;GO:0070995;GO:0090181;GO:0006805
O95954,Formimidoyltransferase cyclodeaminase,Liver,GO:0005814;GO:0005737;GO:0005829;GO:0005783;GO:0005793;GO:0070062;GO:0005794;GO:0000139;GO:0005886;GO:0030868;GO:0005542;GO:0030412;GO:0030409;GO:0008017;GO:0007010;GO:0006760;GO:0019556;GO:0019557
P35575,Glucose-6-phosphatase catalytic subunit 1,Liver,GO:0005789;GO:0016020;GO:0004346;GO:0042301;GO:0016773;GO:0042632;GO:0006094;GO:0051156;GO:0042593;GO:0015760;GO:0005980;GO:0005977;GO:0035264;GO:0010468;GO:0008202;GO:0006641;GO:0046415
A6NH11,Glycolipid transfer protein domain containing 2,Liver,GO:0005829;GO:1902387;GO:1902388;GO:0035627;GO:0120009
A6NDK9,Golgin A6 family member C,Liver,GO:0005801;GO:0000137;GO:0032580;GO:0007030
Q6ZVN8,Hemojuvelin BMP co-receptor,Liver,GO:0070724;GO:0009986;GO:0005615;GO:1990712;GO:0005886;GO:0098797;GO:0098552;GO:0036122;GO:0015026;GO:0005102;GO:1990459;GO:0032924;GO:0030509;GO:0071773;GO:0006879;GO:0060586;GO:0030514;GO:0000122;GO:0045944;GO:0016540;GO:0006366
P00739,Haptoglobin-related protein,Liver,GO:0072562;GO:0070062;GO:0005576;GO:0005615;GO:0034366;GO:0030492;GO:0004252
P08833,Insulin like growth factor binding protein 1,Liver,GO:0005788;GO:0005576;GO:0005615;GO:0005794;GO:0005520;GO:0031994;GO:0031995;GO:0005102;GO:0008286;GO:0090090;GO:0030307;GO:0043567;GO:0014070;GO:0007165;GO:0042246
Q9NPH3,Interleukin 1 receptor accessory protein,Liver,GO:0009986;GO:0005576;GO:0098978;GO:0016020;GO:0005886;GO:0015026;GO:0004908;GO:0002114;GO:0003953;GO:0061809;GO:0019221;GO:0006955;GO:0006954;GO:0045087;GO:0070498;GO:0038172;GO:0032736;GO:0032753;GO:0032754;GO:0032755;GO:0051965;GO:0065003;GO:0099151;GO:1905606;GO:0099560;GO:0099545
Q8N371,Lysine demethylase 8,Liver,GO:0005694;GO:0005829;GO:0005654;GO:0005634;GO:0004177;GO:0003682;GO:0004175;GO:0051864;GO:0046872;GO:0035064;GO:0002039;GO:0106157;GO:0032922;GO:0048144;GO:0000086;GO:0001701;GO:0045892;GO:0045893;GO:0031648;GO:0006508;GO:1901796
Q8TDS5,Oxoeicosanoid receptor 1,Liver,GO:0005886;GO:0050648;GO:0050647;GO:0050646;GO:0004930;GO:0007193;GO:0007186
Q16822,"Phosphoenolpyruvate carboxykinase 2, mitochondrial",Liver,GO:0005759;GO:0005739;GO:0005525;GO:0030145;GO:0004613;GO:0004611;GO:0071549;GO:0071333;GO:0032869;GO:0071356;GO:0006094;GO:0046327;GO:0070365;GO:0006116;GO:0006107;GO:0032024;GO:0019543;GO:0032496;GO:0042594
P16118,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",Liver,GO:0043540;GO:0005829;GO:0003873;GO:0005524;GO:0004331;GO:0070095;GO:0042802;GO:0019900;GO:0031100;GO:0006003;GO:0006000;GO:0006094;GO:0006096;GO:1904539;GO:1904540;GO:0051591;GO:0033762;GO:0051384;GO:0032868;GO:0042594
Q96NZ9,Proline rich acidic protein 1,Liver,GO:0005783;GO:0005576;GO:0017129;GO:0071481;GO:1902426;GO:0006974;GO:0006977;GO:0043066;GO:1904731;GO:2001140;GO:1905885
Q6T423,Solute carrier family 22 member 25,Liver,GO:0016020;GO:0022857;GO:0015711
Q9H1K4,Solute carrier family 25 member 18,Liver,GO:0005743;GO:0005739;GO:0005280;GO:0015183;GO:0005313;GO:0015810;GO:0015813;GO:0043490;GO:0006811
Q6XR72,Solute carrier family 30 member 10,Liver,GO:0005769;GO:0031901;GO:0005794;GO:0000139;GO:0016020;GO:0005886;GO:0055037;GO:0055038;GO:0140983;GO:0005384;GO:0005385;GO:1904385;GO:0010312;GO:0007173;GO:0030026;GO:0006882;GO:0140048;GO:0006828;GO:0070374;GO:0062111;GO:0071577
Q5MJ68,Speedy/RINGO cell cycle regulator family member C,Liver,GO:0005737;GO:0005634;GO:0019901
Q8IV01,Synaptotagmin 12,Liver,GO:0070382;GO:0098686;GO:0005886;GO:0030672;GO:0061891;GO:0005544;GO:0000149;GO:0060291;GO:0099171;GO:0017158;GO:0048792;GO:0016192
Q9C019,Tripartite motif containing 15,Liver,GO:0005737;GO:0005925;GO:0005634;GO:0140313;GO:0003713;GO:0061630;GO:0008270;GO:0045087;GO:0007500;GO:1901253;GO:1901223;GO:0051091;GO:0051092;GO:1900246;GO:0032481;GO:0044790
Q9BYV6,Tripartite motif containing 55,Liver,GO:0005737;GO:0005874;GO:0005634;GO:0042802;GO:0030674;GO:0061630;GO:0008270;GO:0050904;GO:0045087;GO:0002523;GO:1905517;GO:1901224;GO:0070936;GO:0007165
P19224,UDP glucuronosyltransferase family 1 member A6,Liver,GO:0005783;GO:0005789;GO:0043231;GO:0019899;GO:0004857;GO:0015020;GO:0046982;GO:0042803;GO:0052695;GO:2001030;GO:0045922;GO:0006805
P0DTE4,UDP glucuronosyltransferase family 2 member A1 complex locus,Liver,GO:0005789;GO:0015020;GO:0008206;GO:0052695;GO:0007606;GO:0007608
Q6NUS8,UDP glycosyltransferase family 3 member A1,Liver,GO:0043541;GO:0015020;GO:0008194
Q9BWD1,Acetyl-CoA acetyltransferase 2,Liver,GO:0005737;GO:0005829;GO:0070062;GO:0005739;GO:0003985;GO:0006631;GO:0006629
Q02252,Aldehyde dehydrogenase 6 family member A1,Liver,GO:0005759;GO:0005739;GO:0005654;GO:0018478;GO:0004491;GO:0003723;GO:0009083;GO:0050873;GO:0006210;GO:0019859;GO:0006574;GO:0006573
P02647,Apolipoprotein A1,Liver,GO:0072562;GO:0042627;GO:0062023;GO:0031410;GO:0005829;GO:0005769;GO:0030139;GO:0071682;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:1903561;GO:0034364;GO:0034362;GO:0005886;GO:0034774;GO:0034366;GO:0034361;GO:0001540;GO:0034191;GO:0034190;GO:0045499;GO:0015485;GO:0120020;GO:0019899;GO:0031072;GO:0008035;GO:0070653;GO:0042802;GO:0060228;GO:0005543;GO:0042803;GO:0048018;GO:0005102;GO:0055090;GO:0030325;GO:0043534;GO:0071402;GO:0006695;GO:0033344;GO:0042632;GO:0070508;GO:0008203;GO:0030301;GO:0001935;GO:0007186;GO:0008211;GO:0034380;GO:0034384;GO:0034375;GO:0007229;GO:0019915;GO:0042158;GO:0050919;GO:0060354;GO:0002719;GO:0034115;GO:0050728;GO:0032691;GO:0060761;GO:0010804;GO:0010903;GO:0018206;GO:0006656;GO:0033700;GO:0055091;GO:0010875;GO:0090205;GO:1905920;GO:0051345;GO:0050766;GO:1902995;GO:0035025;GO:0051496;GO:1900026;GO:0018158;GO:0050821;GO:0032489;GO:0030300;GO:0043691;GO:0070328;GO:0051180
Q6NXE6,Armadillo repeat containing 6,Liver,GO:0005829;GO:0002244
Q8N100,Atonal bHLH transcription factor 7,Liver,GO:0030424;GO:0000785;GO:0005634;GO:0043204;GO:0003700;GO:0000981;GO:0070888;GO:0046983;GO:1990837;GO:0000976;GO:0061564;GO:0007623;GO:0043153;GO:0003407;GO:0048663;GO:0021554;GO:1902336;GO:0045944;GO:0006357;GO:0010996;GO:0007423
Q02338,3-hydroxybutyrate dehydrogenase 1,Liver,GO:0043231;GO:0099617;GO:0005759;GO:0005739;GO:0003858;GO:0008202
P09871,Complement C1s,Liver,GO:0072562;GO:0005576;GO:0005615;GO:0005509;GO:0042802;GO:0004252;GO:0006958;GO:0045087;GO:0006508
P0C0L5,Complement C4B (Chido blood group),Liver,GO:0030424;GO:0072562;GO:0030425;GO:0070062;GO:0005576;GO:0005615;GO:0005886;GO:0106139;GO:0045202;GO:0030246;GO:0001848;GO:0004866;GO:0006956;GO:0006958;GO:0032490;GO:0006954;GO:0045087;GO:0008228;GO:2000427
Q9HBB8,Cadherin related family member 5,Liver,GO:0016324;GO:0031526;GO:0005905;GO:0070062;GO:0005902;GO:0031528;GO:0005886;GO:0008013;GO:0005509;GO:0050839;GO:1904970;GO:0007155;GO:0030154;GO:0007156;GO:0090675;GO:0032532
P49715,CCAAT enhancer binding protein alpha,Liver,GO:1990647;GO:0036488;GO:0000785;GO:0043231;GO:0005730;GO:0005654;GO:0005634;GO:0090575;GO:0005667;GO:0031490;GO:0003677;GO:0001228;GO:0003700;GO:0000981;GO:0042802;GO:0019900;GO:0042803;GO:0001163;GO:0000978;GO:0061629;GO:0097677;GO:0000976;GO:0050873;GO:0071285;GO:0071407;GO:0071356;GO:0008203;GO:0019221;GO:0006351;GO:0001892;GO:0097009;GO:0002070;GO:0045444;GO:0006091;GO:0042593;GO:0030851;GO:0071425;GO:0048839;GO:0140467;GO:0070102;GO:0055088;GO:0001889;GO:0030324;GO:0030225;GO:0007005;GO:0030099;GO:0045786;GO:0008285;GO:0045892;GO:1902034;GO:0000122;GO:0007219;GO:2000144;GO:0045600;GO:0010628;GO:0050729;GO:0043032;GO:0045669;GO:0032436;GO:0045944;GO:0051726;GO:0006355;GO:0006357;GO:0006360;GO:0000050;GO:0050872
P05156,Complement factor I,Liver,GO:0070062;GO:0005576;GO:0005615;GO:0016020;GO:0046872;GO:0004252;GO:0006958;GO:0045087;GO:0006508
Q9H2X3,C-type lectin domain family 4 member M,Liver,GO:0005737;GO:0009897;GO:0005576;GO:0043657;GO:0016020;GO:0005886;GO:0048306;GO:0030246;GO:0005537;GO:0030369;GO:0046872;GO:0038187;GO:0042605;GO:0038023;GO:0046790;GO:0001618;GO:0002250;GO:0019882;GO:0009988;GO:0006955;GO:0045087;GO:0035556;GO:0075733;GO:0007159;GO:0046968;GO:0019065;GO:0046813;GO:0046718;GO:0019079;GO:0019062
Q8NCR9,Clarin 3,Liver,GO:0070062;GO:0016020;GO:0007605
P31327,Carbamoyl-phosphate synthase 1,Liver,GO:0005737;GO:0005743;GO:0005759;GO:0042645;GO:0005739;GO:0005730;GO:0005886;GO:0032991;GO:0005524;GO:0005509;GO:0004087;GO:0004088;GO:0004175;GO:0016595;GO:0046872;GO:0072341;GO:0005543;GO:0030955;GO:0044877;GO:0036094;GO:0006207;GO:0070409;GO:0071242;GO:0071320;GO:0044344;GO:0071377;GO:0071400;GO:0019240;GO:0006541;GO:0070365;GO:0050667;GO:0007494;GO:0055081;GO:0046209;GO:0014075;GO:0043200;GO:0071548;GO:0032094;GO:0060416;GO:0032496;GO:0042594;GO:0009636;GO:0009410;GO:0010043;GO:0019433;GO:0000050;GO:0042311
P32929,Cystathionine gamma-lyase,Liver,GO:0005737;GO:0005829;GO:0070062;GO:0005516;GO:0004123;GO:0047982;GO:0042802;GO:0080146;GO:0044540;GO:0030170;GO:0098606;GO:1990830;GO:0019344;GO:0019343;GO:0006534;GO:0030968;GO:0070814;GO:0006629;GO:2001234;GO:1904831;GO:0043123;GO:0051289;GO:0044524;GO:0018272;GO:0019346
P19875,C-X-C motif chemokine ligand 2,Liver,GO:0005576;GO:0005615;GO:0008009;GO:0045236;GO:0061844;GO:0071222;GO:0070098;GO:0006935;GO:0006954;GO:0030593;GO:0002237
Q02318,Cytochrome P450 family 27 subfamily A member 1,Liver,GO:0005743;GO:0005759;GO:0005739;GO:0047748;GO:0031073;GO:0020037;GO:0005506;GO:0008395;GO:0030343;GO:0006699;GO:0036378;GO:0006707;GO:0008203;GO:0016125
Q9NUI1,"2,4-dienoyl-CoA reductase 2",Liver,GO:0005829;GO:0005778;GO:0005777;GO:0008670;GO:0019166;GO:0033540;GO:0006631;GO:0006636
P30047,GTP cyclohydrolase I feedback regulator,Liver,GO:0005737;GO:0005829;GO:0030425;GO:0042470;GO:0031965;GO:0005654;GO:0005634;GO:0044549;GO:0009890;GO:0045428
P08034,Gap junction protein beta 1,Liver,GO:0005922;GO:0005789;GO:0016328;GO:0005243;GO:0042802;GO:0007267;GO:1905867;GO:0016264;GO:0007399;GO:0015868
P23378,Glycine decarboxylase,Liver,GO:0005960;GO:0005759;GO:0005739;GO:0005654;GO:0005886;GO:0009055;GO:0016594;GO:0004375;GO:0016829;GO:0042803;GO:0070280;GO:0030170;GO:1990830;GO:0006546;GO:0019464;GO:1903442;GO:0036255
A6NK44,Glyoxalase domain containing 5,Liver,
P49448,Glutamate dehydrogenase 2,Liver,GO:0005759;GO:0005739;GO:0043531;GO:0004352;GO:0004354;GO:0004353;GO:0005525;GO:0070728;GO:0006537;GO:0006538;GO:0006536
P00505,Glutamic-oxaloacetic transaminase 2,Liver,GO:0070062;GO:0005759;GO:0005739;GO:0005886;GO:0016212;GO:0004069;GO:0030170;GO:0003723;GO:0006103;GO:0019470;GO:0006532;GO:0006533;GO:0006531;GO:0015908;GO:0019550;GO:0006536;GO:0043490;GO:0006107;GO:0045471
P80108,Glycosylphosphatidylinositol specific phospholipase D1,Liver,GO:0005737;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0043231;GO:0005765;GO:0004621;GO:0004630;GO:0017080;GO:0002042;GO:0071397;GO:0032869;GO:0071467;GO:0071401;GO:0071466;GO:0002062;GO:0002430;GO:0035701;GO:0097241;GO:0008286;GO:0008285;GO:0010897;GO:0001503;GO:0046470;GO:0010694;GO:0043065;GO:0010595;GO:0010907;GO:0010983;GO:0035774;GO:0051044;GO:0010867;GO:0009306;GO:1900076;GO:0009749;GO:0070633
P09210,Glutathione S-transferase alpha 2,Liver,GO:0005829;GO:0070062;GO:0004364;GO:0030855;GO:0006749;GO:0006805
O43708,Glutathione S-transferase zeta 1,Liver,GO:0005829;GO:0005759;GO:0005739;GO:0004602;GO:0004364;GO:0042802;GO:0016034;GO:0042803;GO:1990748;GO:0006749;GO:0006559;GO:0006572
P81172,Hepcidin antimicrobial peptide,Liver,GO:0005576;GO:0005615;GO:0005634;GO:0005507;GO:0005179;GO:0141108;GO:0007259;GO:0042742;GO:0050832;GO:0051649;GO:0006955;GO:0006954;GO:0006879;GO:0034755;GO:0031640;GO:0042116;GO:0060586;GO:0002262;GO:0045779;GO:0050728;GO:1904479;GO:1904039;GO:0034760;GO:0000122;GO:0043032;GO:0032436;GO:0045944;GO:0030163;GO:0010039;GO:0006366
P32754,4-hydroxyphenylpyruvate dioxygenase,Liver,GO:0005829;GO:0005789;GO:0070062;GO:0000139;GO:0003868;GO:0046872;GO:0042803;GO:0006559;GO:0006572
Q9H2F3,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Liver,GO:0005789;GO:0005811;GO:0003854;GO:0047016;GO:0016616;GO:0035754;GO:0006699
A1L1A6,Immunoglobulin superfamily member 23,Liver,GO:0005886;GO:0030316
O15503,Insulin induced gene 1,Liver,GO:0005783;GO:0005789;GO:0032937;GO:0008142;GO:0140311;GO:0032869;GO:0036315;GO:0006695;GO:0042632;GO:0060363;GO:0042472;GO:0042474;GO:1901303;GO:0045541;GO:0045599;GO:0045717;GO:0070862;GO:0060021;GO:0032933;GO:0036316;GO:0006641
O15229,Kynurenine 3-monooxygenase,Liver,GO:0005829;GO:0005615;GO:0005741;GO:0005739;GO:0071949;GO:0050660;GO:0004502;GO:0016174;GO:0034354;GO:0043420;GO:0071347;GO:0071222;GO:0034276;GO:0070189;GO:0097052;GO:0019674;GO:1903296;GO:0019805;GO:0009651;GO:0006569
Q6L8G9,Keratin associated protein 5-6,Liver,GO:0005829;GO:0005882
