Uniprot,Gene description,Organ,GO
Q13326,Sarcoglycan gamma,Heart,GO:0005737;GO:0005856;GO:0005886;GO:0016012;GO:0042383;GO:0048738;GO:0010467;GO:0060047;GO:0007517
A0A087X179,TBC1 domain family member 3E,Testis,GO:0005886;GO:0005096
Q96JK4,HHIP like 1,Brain,GO:0005576;GO:0016020
Q6Q6R5,Cysteine rich protein 3,Heart,GO:0005737;GO:0046872
A6PVS8,Leucine rich repeats and IQ motif containing 3,Testis,
A0A1B0GTI8,Transmembrane protein 272,Brain,GO:0016020
P22352,Glutathione peroxidase 3,Kidney,GO:0070062;GO:0005576;GO:0005615;GO:0004602;GO:0042802;GO:0008430;GO:0042744;GO:0006982
Q13618,Cullin 3,Testis,GO:0005813;GO:0031463;GO:0005737;GO:0005829;GO:0070062;GO:0098978;GO:0005794;GO:0016020;GO:0072686;GO:0005654;GO:0005634;GO:0005886;GO:0005827;GO:0098794;GO:0036126;GO:0000922;GO:0030332;GO:0042802;GO:0005112;GO:0031208;GO:0160072;GO:0061630;GO:0031625;GO:0031145;GO:0016477;GO:0030030;GO:0071230;GO:0034599;GO:0048208;GO:0040016;GO:0006888;GO:0044346;GO:0000082;GO:0007369;GO:0010467;GO:0006954;GO:0007229;GO:0097193;GO:0001822;GO:0072576;GO:0007080;GO:0035024;GO:0000122;GO:0032480;GO:0071630;GO:0008284;GO:0032467;GO:1901992;GO:0045842;GO:0031398;GO:1904263;GO:0043161;GO:0051865;GO:0031648;GO:0070936;GO:0006513;GO:0000209;GO:0016567;GO:1900076;GO:0140252;GO:0017145;GO:0043149;GO:0001831;GO:0006511;GO:0016055
Q9BY08,EBP like,Liver,GO:0005783;GO:0005789;GO:0047750;GO:0016125
Q8NCV1,Adenosine deaminase domain containing 2,Testis,GO:0005737;GO:0005730;GO:0005634;GO:0004000;GO:0003726;GO:0003725;GO:0008251;GO:0006382;GO:0006396;GO:0007286
Q9H305,Cell death inducing p53 target 1,Brain,GO:0098560;GO:0098574;GO:0005634;GO:0008270;GO:0042771
Q8TDI0,Chromodomain helicase DNA binding protein 5,Brain,GO:0000785;GO:0005829;GO:0000792;GO:0016020;GO:0016607;GO:0005654;GO:0005634;GO:0016581;GO:0005524;GO:0016887;GO:0140658;GO:0140849;GO:0140665;GO:0003682;GO:0140584;GO:0061775;GO:0003677;GO:0003689;GO:0036121;GO:0061749;GO:0009378;GO:0061628;GO:0042393;GO:0046872;GO:1990518;GO:0021895;GO:0006338;GO:0008285;GO:1901798;GO:0006357;GO:0035092
Q9UGV2,NDRG family member 3,Brain,GO:0005737;GO:0070062;GO:0030154;GO:0030308;GO:0007165;GO:0007283
P05413,Fatty acid binding protein 3,Heart,GO:0005829;GO:0070062;GO:0005615;GO:0005634;GO:0008092;GO:0036041;GO:0070538;GO:0050873;GO:0042632;GO:0032365;GO:0015909;GO:0008285;GO:0055091;GO:0140214;GO:0071073;GO:0046320;GO:2001245
Q9NP95,Fibroblast growth factor 20,Brain,GO:0005737;GO:0005576;GO:0005615;GO:0005104;GO:0008083;GO:0043395;GO:0090722;GO:0005102;GO:0007267;GO:0008543;GO:0042491;GO:0043524;GO:0022008;GO:0008284;GO:1904340;GO:0070374;GO:0043410;GO:0060043;GO:0030334;GO:0014059;GO:0007165
Q6ZSG1,Ring finger protein 165,Brain,GO:0005634;GO:0032991;GO:0061630;GO:0008270;GO:0035136;GO:0060384;GO:0008045;GO:0061061;GO:0030513;GO:0030163;GO:0000209
Q9Y2P4,Solute carrier family 27 member 6,Heart,GO:0005789;GO:0005886;GO:0042383;GO:0047676;GO:0015245;GO:0005324;GO:0004467;GO:0000166;GO:1901480;GO:0031957;GO:0044539;GO:0001676;GO:0015909;GO:0000038
Q9HCS2,Cytochrome P450 family 4 subfamily F member 12,Liver,GO:0016324;GO:0005737;GO:0005789;GO:0043231;GO:0018685;GO:0008392;GO:0020037;GO:0005506;GO:0050051;GO:0004497;GO:0019369;GO:0019373;GO:0006631;GO:0036101;GO:0001676;GO:0042361;GO:0042376;GO:0003095;GO:0003091;GO:0055078;GO:0000038;GO:0042360;GO:0006805
Q5VSG8,Mannosidase endo-alpha like,Brain,GO:0000139;GO:0004559
Q9NZR2,LDL receptor related protein 1B,Brain,GO:0005886;GO:0043235;GO:0005509;GO:0005041;GO:0015031;GO:0006898
Q13621,Solute carrier family 12 member 1,Kidney,GO:0016324;GO:0070062;GO:0016020;GO:0005886;GO:0008511;GO:0006884;GO:0055064;GO:1902476;GO:0034220;GO:0006811;GO:0055075;GO:1990573;GO:0055078;GO:0035725
Q5VUE5,Chromosome 1 open reading frame 53,Liver,GO:0005739
Q9UMX3,BCL2 family apoptosis regulator BOK,Brain,GO:0033106;GO:0005737;GO:0031901;GO:0005783;GO:0005789;GO:0005794;GO:0016020;GO:0005743;GO:0031966;GO:0005741;GO:0005739;GO:0005640;GO:0005634;GO:0055038;GO:0032588;GO:0051400;GO:0015267;GO:0046982;GO:0042803;GO:0044877;GO:0005102;GO:0031625;GO:0006915;GO:0006921;GO:0097192;GO:0072332;GO:0008630;GO:0008584;GO:0051902;GO:1901029;GO:0060546;GO:0043524;GO:0051402;GO:0048709;GO:0043065;GO:2001056;GO:1902237;GO:1900119;GO:2001244;GO:1901030;GO:1903899;GO:0051259;GO:0010506;GO:1901382;GO:0051480;GO:1904708;GO:0001836
Q53FE4,Chromosome 4 open reading frame 17,Testis,
Q5T230,Undifferentiated embryonic cell transcription factor 1,Testis,GO:0005634;GO:0003713;GO:0008584;GO:0045944;GO:0006357
Q92527,Ankyrin repeat domain 7,Testis,GO:0005813;GO:0005654
Q16667,Cyclin dependent kinase inhibitor 3,Testis,GO:0005737;GO:0005829;GO:0005634;GO:0048471;GO:0033192;GO:0140791;GO:0140793;GO:1990439;GO:0017018;GO:0004726;GO:0004722;GO:0004725;GO:0030946;GO:0008138;GO:0180006;GO:0180007;GO:0180008;GO:0180005;GO:0180004;GO:0000082;GO:0008285;GO:0051726;GO:0000079
Q08AF8,Golgin A8 family member F,Testis,
Q8N7Q3,Zinc finger protein 676,Testis,GO:0005634;GO:0000981;GO:0046872;GO:0000978;GO:0006355
Q6ZMH5,Solute carrier family 39 member 5,Liver,GO:0016323;GO:0070062;GO:0005886;GO:0140410;GO:0005385;GO:0030509;GO:0034224;GO:0001654;GO:0070315;GO:0030003;GO:0061351;GO:0048026;GO:0071578;GO:0071577;GO:0006829
Q969Z3,Mitochondrial amidoxime reducing component 2,Liver,GO:0005741;GO:0005739;GO:0005777;GO:0030151;GO:0043546;GO:0008940;GO:0098809;GO:0016661;GO:0030170;GO:0070458;GO:0051410;GO:0042126;GO:0006809
Q9UPX8,SH3 and multiple ankyrin repeat domains 2,Brain,GO:0016324;GO:0031526;GO:0060170;GO:0005829;GO:0043197;GO:0098978;GO:0030426;GO:0098686;GO:0043005;GO:0043025;GO:0001917;GO:0001750;GO:0005886;GO:0014069;GO:0048786;GO:0035255;GO:0017124;GO:0098919;GO:0030160;GO:0030534;GO:0008344;GO:0008306;GO:0007612;GO:0060292;GO:0060291;GO:0035331;GO:0008284;GO:0099175;GO:0007584;GO:0009410;GO:0035176;GO:0007416;GO:0071625
O75037,Kinesin family member 21B,Brain,GO:0005737;GO:0031410;GO:0030425;GO:0030426;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007018
P48751,Solute carrier family 4 member 3,Heart,GO:0009897;GO:0016020;GO:0005886;GO:0015106;GO:0140900;GO:0005452;GO:0022857;GO:0015701;GO:0061337;GO:0086001;GO:0045851;GO:0098901;GO:0051453;GO:0055085;GO:0150104
P51449,RAR related orphan receptor C,Liver,GO:0000785;GO:0016604;GO:0005654;GO:0005634;GO:0003700;GO:0000981;GO:0001227;GO:0098531;GO:0004879;GO:0008142;GO:0000978;GO:1990837;GO:0008270;GO:0060612;GO:0036315;GO:0032922;GO:0048535;GO:0070244;GO:0000122;GO:0048541;GO:0042753;GO:0045893;GO:0045598;GO:0010906;GO:0019218;GO:0006357;GO:0072539;GO:0042093;GO:0006805
Q969I3,Glycine-N-acyltransferase like 1,Liver,GO:0005739;GO:0047946;GO:0047961;GO:0006541
Q8TDN4,Cdk5 and Abl enzyme substrate 1,Brain,GO:0005829;GO:0005634;GO:0051301;GO:0007399;GO:0051726
Q86SK9,Stearoyl-CoA desaturase 5,Brain,GO:0005789;GO:0046872;GO:0016491;GO:0004768;GO:0006636
Q08116,Regulator of G protein signaling 1,Brain,GO:0009898;GO:0005829;GO:0005886;GO:0005516;GO:0001965;GO:0005096;GO:0003924;GO:0007193;GO:0007186;GO:0006955;GO:0061737;GO:0009968;GO:0043547;GO:0009617;GO:0007165
Q4KMQ1,Taperin,Brain,GO:0005737;GO:0005902;GO:0005654;GO:0032420;GO:0120044;GO:0003779;GO:0008157;GO:0004865;GO:0060088;GO:0007605;GO:0120045
Q92820,Gamma-glutamyl hydrolase,Liver,GO:0035578;GO:0070062;GO:0005576;GO:0005615;GO:0042470;GO:0005634;GO:0035580;GO:1904724;GO:0005773;GO:0008238;GO:0034722;GO:0008242;GO:0046900
Q9H8S5,Cyclin P,Brain,GO:0000307;GO:0005737;GO:0005815;GO:0005634;GO:0016538;GO:0000082
O15069,NAC alpha domain containing,Brain,GO:0005737;GO:0005854;GO:0005634;GO:0051082;GO:0006612;GO:0015031
Q9UPR6,Zinc finger RNA binding protein 2,Brain,GO:0003725;GO:0003727;GO:0008270
Q9UJQ7,SCP2 sterol binding domain containing 1,Testis,GO:0005829
Q9NR83,SLC2A4 regulator,Liver,GO:0005737;GO:0016607;GO:0005634;GO:0003700;GO:0046872;GO:0000978;GO:0006355;GO:0006357
P07320,Crystallin gamma D,Brain,GO:0005737;GO:0005634;GO:0005212;GO:0034614;GO:0002088;GO:0070306;GO:0007601
O76050,Neuralized E3 ubiquitin protein ligase 1,Brain,GO:0097440;GO:0043197;GO:0098978;GO:0043204;GO:0048471;GO:0005886;GO:0014069;GO:0046872;GO:0045183;GO:0061630;GO:0004842;GO:0071230;GO:0007595;GO:0008285;GO:0045746;GO:0007399;GO:0007219;GO:0043065;GO:0060999;GO:0051491;GO:0048170;GO:0090129;GO:0006513;GO:0150052;GO:0007519;GO:0007288
Q2VPJ9,Leucine rich repeat containing 75B,Brain,
P00740,Coagulation factor IX,Liver,GO:0062023;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0005796;GO:0005886;GO:0005509;GO:0004175;GO:0046872;GO:0004252;GO:0007596;GO:0006508;GO:0031638
P24752,Acetyl-CoA acetyltransferase 1,Kidney,GO:0005783;GO:0070062;GO:0005759;GO:0005739;GO:0003985;GO:0016453;GO:0034736;GO:0120225;GO:0019899;GO:0042802;GO:0030955;GO:0006085;GO:0046356;GO:0060612;GO:0015937;GO:0015936;GO:0006635;GO:0006550;GO:0046952;GO:1902224;GO:0001889;GO:0072229;GO:1902860;GO:0009725;GO:0014070;GO:0042594
Q8N5W8,Family with sequence similarity 24 member B,Kidney,GO:0005576
P0C881,Radial spoke head 10 homolog B,Testis,GO:0097729;GO:0005737;GO:0005856
Q96M69,Leucine rich repeats and guanylate kinase domain containing,Testis,GO:0001669;GO:0042995;GO:0005829;GO:0002177;GO:0005524;GO:0004385;GO:0035082;GO:0030154;GO:0007283
Q5VV43,KIAA0319,Brain,GO:0030669;GO:0031410;GO:0005769;GO:0031901;GO:0043231;GO:0005886;GO:0033555;GO:0030517;GO:0048692;GO:2000171;GO:0001764;GO:0060391;GO:0010996
P01213,Prodynorphin,Brain,GO:0043679;GO:0030425;GO:0005576;GO:0098686;GO:0043025;GO:0098992;GO:0005886;GO:0001515;GO:0031628;GO:0007268;GO:0007218;GO:0007600
Q86Y01,Deltex E3 ubiquitin ligase 1,Brain,GO:0005737;GO:0005829;GO:0016604;GO:0005654;GO:0005112;GO:0017124;GO:0003713;GO:0061630;GO:0031625;GO:0008270;GO:0007166;GO:1990830;GO:0006351;GO:0010001;GO:0045665;GO:0045581;GO:0007219;GO:0016567;GO:0008593;GO:0030217;GO:0006366
Q9BWC9,Coiled-coil domain containing 106,Brain,GO:0005829;GO:0005654
P0C7W6,Coiled-coil domain containing 172,Testis,GO:0005737;GO:0097225
Q8IXT2,DMRT like family C2,Testis,GO:0000785;GO:0005634;GO:0001741;GO:0000981;GO:0042802;GO:0046872;GO:1990837;GO:0070828;GO:0007141;GO:0007548;GO:0007290
P10451,Secreted phosphoprotein 1,Kidney,GO:0042995;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0005794;GO:0048471;GO:0005125;GO:0050840;GO:0005178;GO:0036094;GO:0006710;GO:0031214;GO:0007155;GO:0071394;GO:0046697;GO:0007566;GO:0048685;GO:0001649;GO:0045780;GO:0045893;GO:2000866;GO:1904612;GO:0036005;GO:0048545;GO:0033280
Q5VZB9,DMRT like family A1,Liver,GO:0000785;GO:0005634;GO:0000981;GO:0042802;GO:0046872;GO:0000978;GO:1990837;GO:0060179;GO:0001541;GO:0006357;GO:0007548
Q14832,Glutamate metabotropic receptor 3,Brain,GO:0097449;GO:0030424;GO:0043197;GO:0098978;GO:0005886;GO:0014069;GO:0045211;GO:0042734;GO:0005246;GO:0004930;GO:0008066;GO:0001641;GO:0097110;GO:0033554;GO:0007268;GO:0007216;GO:0010467;GO:0007194;GO:0099170;GO:0051966
P07101,Tyrosine hydroxylase,Brain,GO:0030424;GO:0005737;GO:0009898;GO:0031410;GO:0005829;GO:0030425;GO:0033162;GO:0005739;GO:0043005;GO:0005634;GO:0043204;GO:0048471;GO:0005790;GO:0008021;GO:0043195;GO:0016597;GO:0035240;GO:0019899;GO:0008199;GO:0008198;GO:0042802;GO:0019825;GO:0019904;GO:0034617;GO:0004511;GO:0015842;GO:0009653;GO:0009887;GO:0071312;GO:0071333;GO:0071363;GO:0071287;GO:0071316;GO:0071466;GO:0021987;GO:0042745;GO:0042416;GO:0006585;GO:0042755;GO:0048596;GO:0042418;GO:0042462;GO:0006631;GO:0016137;GO:0007507;GO:0003007;GO:1990384;GO:0033076;GO:0007612;GO:0007626;GO:0007617;GO:0007613;GO:0042421;GO:0018963;GO:0052314;GO:0043473;GO:0008016;GO:0014823;GO:0001975;GO:0051412;GO:0051602;GO:0032355;GO:0045471;GO:0045472;GO:0009635;GO:0001666;GO:0035902;GO:0035900;GO:0009416;GO:0032496;GO:0031667;GO:0043434;GO:0046684;GO:0009651;GO:0010043;GO:0035176;GO:0006665;GO:0001963;GO:0042214;GO:0007601
Q7Z5H3,Rho GTPase activating protein 22,Brain,GO:0005829;GO:0005925;GO:0098978;GO:0005634;GO:0005096;GO:0001525;GO:0030154;GO:0051058;GO:0099175;GO:0051056;GO:0007165
P05155,Serpin family G member 1,Liver,GO:0072562;GO:0062023;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0031093;GO:0004867;GO:0008015;GO:0007596;GO:0006958;GO:0042730;GO:0045087;GO:0001869
Q6ZVX9,Progestin and adipoQ receptor family member 9,Testis,GO:0005886;GO:0038023;GO:0005496
A0A0A6YYK4,T cell receptor beta variable 7-1 (non-functional),Testis,GO:0005886;GO:0042101;GO:0002250;GO:0007166
Q13474,Dystrophin related protein 2,Brain,GO:0030425;GO:0098978;GO:0043204;GO:0005886;GO:0014069;GO:0008270;GO:0007417;GO:0050808;GO:0099536
Q96Q04,Lemur tyrosine kinase 3,Brain,GO:0030424;GO:0030425;GO:0000139;GO:0004676;GO:0004679;GO:0005524;GO:0004677;GO:0004694;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0046872;GO:0004672;GO:0106310;GO:0072518;GO:0004711
Q96KD3,Golgi associated RAB2 interactor 1B,Testis,GO:0005794;GO:0001675;GO:0007340
Q8IYS8,Biorientation of chromosomes in cell division 1 like 2,Testis,GO:0005813;GO:0005737;GO:0000776;GO:0051301
B2RUZ4,Small integral membrane protein 1 (Vel blood group),Testis,GO:0009986;GO:0005886;GO:0042803
A6NHQ2,Fibrillarin like 1,Brain,GO:0031428;GO:0015030;GO:0001650;GO:0005730;GO:0005654;GO:0032040;GO:1990259;GO:0003723;GO:0008649;GO:0001835;GO:0000494;GO:0031167
O94850,Dendrin,Brain,GO:0042995;GO:0005737;GO:0032591;GO:0005789;GO:0005634;GO:0043204;GO:0045211;GO:0098793;GO:0000981;GO:0000978;GO:0045944
Q6NSI3,Family with sequence similarity 53 member A,Testis,GO:0005634;GO:0006606
Q99569,Plakophilin 4,Brain,GO:0005912;GO:0030054;GO:0005911;GO:0001533;GO:0005737;GO:0009898;GO:0005856;GO:0030057;GO:0030496;GO:0072686;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0051233;GO:0000922;GO:0045296;GO:0098609;GO:0007043;GO:0007267;GO:0032467;GO:0043547;GO:0030155
A2IDD5,Coiled-coil domain containing 78,Brain,GO:0005814;GO:0005737;GO:0098536;GO:0048471;GO:0042383;GO:0016529;GO:0030030;GO:0098535;GO:0003009
Q9Y4P9,Sperm flagellar 1,Brain,GO:0097729;GO:0016324;GO:1990716;GO:0005930;GO:0016323;GO:0097542;GO:0005737;GO:0030175;GO:0030027;GO:0005874;GO:0005902;GO:0001725;GO:0003779;GO:0008017;GO:1904158;GO:0016477;GO:0003341;GO:0046847;GO:0030032;GO:0001578;GO:0007026;GO:0051493;GO:2000095
Q9UHI7,Solute carrier family 23 member 1,Kidney,GO:0016324;GO:0009925;GO:0005737;GO:0070062;GO:0043229;GO:0005886;GO:0033300;GO:0008520;GO:0015229;GO:0015205;GO:0015081;GO:0015143;GO:0007420;GO:0070837;GO:0019852;GO:0015882;GO:0030324;GO:0015851;GO:0009636;GO:0006814
P32320,Cytidine deaminase,Liver,GO:0005829;GO:0005576;GO:1904813;GO:0034774;GO:1904724;GO:0004126;GO:0042802;GO:0001882;GO:0042803;GO:0008270;GO:0007166;GO:0071217;GO:0009972;GO:0019858;GO:0030308;GO:0045980;GO:0008655;GO:0046898;GO:0044206
Q8TEX9,Importin 4,Testis,GO:0000785;GO:0005737;GO:0016020;GO:0005634;GO:0032991;GO:0061608;GO:0008139;GO:0031267;GO:0006606;GO:0034504
Q96A11,Galactose-3-O-sulfotransferase 3,Brain,GO:0032580;GO:0016020;GO:0050656;GO:0030246;GO:0050694;GO:0001733;GO:0050698;GO:0009247;GO:0005996;GO:0009311;GO:0030309;GO:0030166;GO:0006790
O75508,Claudin 11,Testis,GO:0030424;GO:0045178;GO:0005923;GO:0030054;GO:0005811;GO:0005883;GO:0005886;GO:0070160;GO:0042802;GO:0005198;GO:0008366;GO:0070830;GO:0016338;GO:0007155;GO:0007283;GO:0120192
Q9NSE2,Cytokine inducible SH2 containing protein,Liver,GO:0005829;GO:0005886;GO:0005126;GO:0019221;GO:0035556;GO:0001960;GO:0046426;GO:0016567;GO:0001558
Q92558,WASP family member 1,Testis,GO:0015629;GO:0005856;GO:0005829;GO:0005925;GO:0030027;GO:0005741;GO:0098794;GO:0032991;GO:0031209;GO:0003779;GO:0071933;GO:0051018;GO:0034237;GO:0030036;GO:0030041;GO:1990416;GO:0097484;GO:0072673;GO:0007005;GO:0098885;GO:2000601;GO:0051388;GO:0065003;GO:0016601;GO:0006898
O43448,Potassium voltage-gated channel subfamily A regulatory beta subunit 3,Brain,GO:0005737;GO:0005886;GO:0008076;GO:0004033;GO:0015459;GO:0044325;GO:0005249;GO:0006813;GO:1901379
P98164,LDL receptor related protein 2,Kidney,GO:0016324;GO:0030424;GO:0031526;GO:0030669;GO:0005905;GO:0030425;GO:0005783;GO:0031904;GO:0009897;GO:0070062;GO:0005794;GO:0005765;GO:0005764;GO:0005886;GO:0043235;GO:0005509;GO:0038024;GO:0042562;GO:0031994;GO:0005041;GO:0140318;GO:0051087;GO:0017124;GO:0097242;GO:0035904;GO:0008283;GO:0071363;GO:0015889;GO:0060982;GO:1904888;GO:0034311;GO:0006897;GO:1904447;GO:0030900;GO:0010467;GO:0001822;GO:0006629;GO:0008584;GO:0030001;GO:0043066;GO:0030514;GO:0001843;GO:0140058;GO:0003148;GO:0043491;GO:1905167;GO:0050769;GO:0070447;GO:0015031;GO:0061156;GO:0006898;GO:0044321;GO:0001523;GO:0003139;GO:0007605;GO:0045056;GO:0150104;GO:0060068;GO:0003223;GO:0003281;GO:0042359
O00264,Progesterone receptor membrane component 1,Liver,GO:0044297;GO:0012505;GO:0005783;GO:0005576;GO:0016020;GO:0005741;GO:0043005;GO:0043025;GO:0005886;GO:0030868;GO:0035579;GO:0045202;GO:0001540;GO:0020037;GO:0046872;GO:0042803;GO:0005496;GO:0006783;GO:0140077;GO:1903078
Q86SQ6,Adhesion G protein-coupled receptor A1,Brain,GO:0098978;GO:0016020;GO:0005886;GO:0014069;GO:0004930;GO:0007166;GO:0007186;GO:0007165
Q9BWV2,Spermatogenesis associated 9,Testis,GO:0016020;GO:0030154;GO:0007283
O15457,MutS homolog 4,Testis,GO:0005694;GO:0005634;GO:0005713;GO:0000795;GO:0005524;GO:0140664;GO:0003677;GO:0003690;GO:0030983;GO:0007292;GO:0007129;GO:0006298;GO:0001541;GO:0007131;GO:0007283
P0DJI9,Serum amyloid A2,Liver,GO:0070062;GO:0034364;GO:0006953
O00300,TNF receptor superfamily member 11b,Kidney,GO:0031012;GO:0005576;GO:0005615;GO:0005886;GO:0043235;GO:0005125;GO:1904399;GO:0038023;GO:0006915;GO:0030198;GO:0045779;GO:0042489;GO:0045671;GO:0010804;GO:0046685;GO:0043627;GO:0032026;GO:0007584;GO:0009410;GO:0007165;GO:0001501
P0DMB1,Proline rich 23 domain containing 2,Testis,
O95045,Uridine phosphorylase 2,Kidney,GO:0005829;GO:0045098;GO:0047847;GO:0042802;GO:0004850;GO:0006249;GO:0009116;GO:0044206;GO:0006218;GO:0046108
Q9UL62,Transient receptor potential cation channel subfamily C member 5,Brain,GO:0034704;GO:0034703;GO:0030425;GO:0030426;GO:0043025;GO:0005886;GO:0098793;GO:0003779;GO:0042805;GO:0051117;GO:0005262;GO:0030276;GO:0070679;GO:0015279;GO:0070588;GO:0006816;GO:0050774;GO:0007399;GO:0051402;GO:0030182;GO:0070782;GO:0045773;GO:0008284;GO:0007204;GO:0045666;GO:0051480;GO:1902630
Q9H165,BAF chromatin remodeling complex subunit BCL11A,Brain,GO:0005737;GO:0005829;GO:0016363;GO:0005654;GO:0005634;GO:0042382;GO:0098794;GO:0016514;GO:0003700;GO:0140297;GO:0001227;GO:0046872;GO:0046982;GO:0042803;GO:0019901;GO:0000978;GO:0003712;GO:0001067;GO:1905232;GO:0030517;GO:2000173;GO:0048671;GO:2000171;GO:1903860;GO:0010977;GO:1904800;GO:0032463;GO:0000122;GO:0048672;GO:0010628;GO:0010976;GO:0045944;GO:0016925;GO:0050773;GO:0006357
Q92782,Double PHD fingers 1,Brain,GO:0000785;GO:0005737;GO:0071565;GO:0005654;GO:0046872;GO:1990837;GO:0006915;GO:0006338;GO:0007399;GO:0045597;GO:2000781;GO:0070316;GO:2000045;GO:0030071;GO:2000819;GO:0006357
Q8N412,Sperm tail PG-rich repeat containing 2,Testis,
Q9GZN6,Solute carrier family 6 member 16,Testis,GO:0005886;GO:0005326;GO:0015293;GO:0006865;GO:0006836;GO:0035725
O75364,Paired like homeodomain 3,Brain,GO:0000785;GO:0005634;GO:0001228;GO:0000981;GO:0000978;GO:1990837;GO:0009653;GO:0009887;GO:1990792;GO:0071542;GO:0002088;GO:0070306;GO:0002089;GO:0007626;GO:0030901;GO:0014014;GO:0048666;GO:1904935;GO:0045893;GO:0043525;GO:0006355;GO:0006357;GO:0042220;GO:0035902;GO:1904313
Q15392,24-dehydrocholesterol reductase,Liver,GO:0005737;GO:0005783;GO:0005789;GO:0000139;GO:0016020;GO:0005634;GO:0000246;GO:0050614;GO:0019899;GO:0071949;GO:0016628;GO:0042605;GO:0042987;GO:0006695;GO:0033489;GO:0033490;GO:0030539;GO:0061024;GO:0008285;GO:0031639;GO:0008104;GO:0007265;GO:0009725;GO:0043588;GO:0008202;GO:0009888
Q6S9Z5,Zinc finger protein 474,Testis,GO:0046872
D6RF30,Golgin A8 family member K,Testis,GO:0005801;GO:0000137;GO:0032580;GO:0007030
Q9UGM5,Fetuin B,Liver,GO:0070062;GO:0005576;GO:0004869;GO:0008191;GO:0007339;GO:0010951;GO:0007338
Q9Y3Q4,Hyperpolarization activated cyclic nucleotide gated potassium channel 4,Heart,GO:0030424;GO:0030425;GO:0098855;GO:0048471;GO:0005886;GO:0030552;GO:0042802;GO:0005222;GO:0005249;GO:0086041;GO:0005248;GO:0008015;GO:0071320;GO:0071321;GO:0086012;GO:0086046;GO:0006812;GO:0006936;GO:1990573;GO:0071805;GO:0098909;GO:0055117;GO:0002027;GO:0086091;GO:0003254;GO:0042391;GO:0086015;GO:0003163;GO:0098719;GO:0035725
Q8NDY3,ADP-ribosylhydrolase like 1,Heart,GO:0030017;GO:0003875;GO:0000287;GO:0003242;GO:0055003;GO:0051725
Q5GH76,XK related 4,Brain,GO:0005886;GO:1902742;GO:0043652;GO:0070782
P0DTE4,UDP glucuronosyltransferase family 2 member A1 complex locus,Kidney,GO:0005789;GO:0015020;GO:0008206;GO:0052695;GO:0007606;GO:0007608
P0DPH7,Tubulin alpha 3c,Testis,GO:0005737;GO:0005874;GO:0015630;GO:0005634;GO:0005525;GO:0016787;GO:0046872;GO:0005200;GO:0000226;GO:0000278
P43146,DCC netrin 1 receptor,Testis,GO:0044295;GO:0009986;GO:0005829;GO:0005886;GO:0098839;GO:0098685;GO:0004888;GO:0033564;GO:0006915;GO:0007411;GO:0007409;GO:0098609;GO:0033563;GO:0048671;GO:2000171;GO:0010977;GO:0001764;GO:0099170;GO:0021965
P50440,Glycine amidinotransferase,Liver,GO:0070062;GO:0005743;GO:0005758;GO:0005739;GO:0015067;GO:0015068;GO:0006601;GO:0006600;GO:0007611;GO:0014889;GO:0120162
Q8IZU3,Synaptonemal complex protein 3,Testis,GO:0000775;GO:0000800;GO:0005634;GO:0000795;GO:0003677;GO:0051301;GO:0007141;GO:0051321;GO:0035092;GO:0007286
Q96HZ4,Hes family bHLH transcription factor 6,Brain,GO:0000785;GO:0005634;GO:0005667;GO:0003700;GO:0000981;GO:0001227;GO:0046983;GO:0000978;GO:0061629;GO:1990837;GO:0009952;GO:0030154;GO:0043433;GO:0007399;GO:0006355;GO:0050767;GO:0006357
Q86X40,Leucine rich repeat containing 28,Liver,GO:0035556
Q8WXD2,Secretogranin III,Brain,GO:0005788;GO:0005576;GO:0034774;GO:0030667;GO:0030658;GO:0003723;GO:0033366
Q8IZU0,Family with sequence similarity 9 member B,Liver,GO:0005694;GO:0005737;GO:0005654;GO:0005634;GO:0000795;GO:0051321;GO:0007286
Q9C0B6,BMP/retinoic acid inducible neural specific 2,Brain,GO:0005737;GO:0030425;GO:0005576;GO:0043025;GO:0071300;GO:0021953;GO:0045930;GO:0045666
P00739,Haptoglobin-related protein,Liver,GO:0072562;GO:0070062;GO:0005576;GO:0005615;GO:0034366;GO:0030492;GO:0004252
Q8NCU8,Mitoregulin,Heart,GO:0005743;GO:0005739;GO:0045333;GO:0006635;GO:0006629;GO:0032000;GO:0010918;GO:0031334;GO:0051284;GO:0051146;GO:0070328
Q9P2U8,Solute carrier family 17 member 6,Brain,GO:0034707;GO:0060076;GO:0043005;GO:0005886;GO:0030672;GO:0005254;GO:0005313;GO:0140788;GO:0005326;GO:0015386;GO:0005436;GO:1990384;GO:0051938;GO:0006820;GO:0006811;GO:0098700;GO:0055062;GO:0006817;GO:0050803;GO:0044341;GO:0035249
A0A1B0GTH6,Casein kinase 2 subunit alpha' interacting protein,Testis,GO:0005634
