Uniprot,Gene description,Organ,GO
Q8IWQ3,BR serine/threonine kinase 2,Brain,GO:0005813;GO:0005737;GO:0150034;GO:0005783;GO:0048471;GO:0004676;GO:0004679;GO:0005524;GO:0051117;GO:0060590;GO:0004677;GO:0004694;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0000287;GO:0019901;GO:0106310;GO:0004674;GO:0072518;GO:0004711;GO:0048156;GO:0050321;GO:0030036;GO:0007409;GO:0051301;GO:0036503;GO:0030010;GO:0006887;GO:0000086;GO:0070059;GO:0090176;GO:0030182;GO:0006468;GO:0043462;GO:0050770;GO:0061178;GO:0010975;GO:1904152;GO:2000807
Q6IQ55,Tau tubulin kinase 2,Testis,GO:0005814;GO:0036064;GO:0035869;GO:0005829;GO:0005615;GO:0005634;GO:0004676;GO:0004679;GO:0005524;GO:0004677;GO:0004694;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0019894;GO:0051010;GO:0004672;GO:0106310;GO:0004674;GO:0072518;GO:0004711;GO:0048156;GO:0050321;GO:0021681;GO:0021935;GO:0021549;GO:0060271;GO:0000226;GO:1904527;GO:0007026;GO:1902817;GO:0018105;GO:0030334;GO:0007165;GO:0007224
Q9NUQ2,1-acylglycerol-3-phosphate O-acyltransferase 5,Brain,GO:0012505;GO:0005783;GO:0005789;GO:0005741;GO:0005739;GO:0005635;GO:0005730;GO:0003841;GO:0016746;GO:0006639;GO:0016024;GO:0002244;GO:0006654;GO:0036149;GO:0008654
O15335,Chondroadherin,Brain,GO:0031012;GO:0005615;GO:0060348;GO:1900155
Q8WZA2,Rap guanine nucleotide exchange factor 4,Brain,GO:0005829;GO:0098686;GO:0016020;GO:0005886;GO:0030552;GO:0005085;GO:0030674;GO:0031267;GO:0002250;GO:0007189;GO:0017156;GO:0007186;GO:0030073;GO:0032024;GO:0007265;GO:0017157;GO:0050796;GO:0098693
P58872,Rhomboid like 3,Heart,GO:0016020;GO:0005509;GO:0004252;GO:0006508
Q5H9I0,Transcription factor Dp family member 3,Testis,GO:0000785;GO:0005737;GO:0005634;GO:0005667;GO:0003677;GO:0140297;GO:0061629;GO:0140416;GO:0006974;GO:0043433;GO:2000134;GO:0006357
Q15274,Quinolinate phosphoribosyltransferase,Liver,GO:1902494;GO:0005737;GO:0005829;GO:0070062;GO:0042802;GO:0004514;GO:0009435;GO:0019674;GO:0034213
A0A1B0GWH4,"Heat shock transcription factor family, X-linked member 3",Testis,GO:0000785;GO:0005634;GO:0003700;GO:0000981;GO:0000978;GO:0006357
Q9UQ03,Coronin 2B,Brain,GO:0015629;GO:0005737;GO:0005925;GO:0016020;GO:0003779;GO:0051015;GO:1990147;GO:0017166;GO:0030036;GO:0048041;GO:0010812;GO:1904950;GO:0051497;GO:1904951;GO:0032956;GO:0080135;GO:0003093
P13591,Neural cell adhesion molecule 1,Brain,GO:0009986;GO:0062023;GO:0005829;GO:0009897;GO:0005576;GO:0000139;GO:0016020;GO:0005886;GO:0001618;GO:0007155;GO:0071679;GO:0001837;GO:2001260
Q8NE62,Choline dehydrogenase,Kidney,GO:0005743;GO:0005739;GO:0008812;GO:0050660;GO:0042426;GO:0019285
Q9UI40,Solute carrier family 24 member 2,Brain,GO:0001917;GO:0005886;GO:0098794;GO:0098793;GO:0005262;GO:0008273;GO:0015293;GO:0070509;GO:0098703;GO:0070588;GO:0071486;GO:0036368;GO:0051649;GO:0006874;GO:0007612;GO:0060292;GO:0060291;GO:0007613;GO:0034220;GO:0006811;GO:0070050;GO:0007602;GO:0071805;GO:0035725
Q13394,Mab-21 like 1,Brain,GO:0005634;GO:0005524;GO:0005525;GO:0046872;GO:0016779;GO:0009653;GO:0043010;GO:0008283;GO:0001654;GO:0008284
P61018,"RAB4B, member RAS oncogene family",Brain,GO:0005829;GO:0031901;GO:0032593;GO:0048471;GO:0005886;GO:0055037;GO:0030667;GO:0003925;GO:0005525;GO:0003924;GO:0046323;GO:0034498;GO:0034058;GO:0015031;GO:0032482;GO:0030100;GO:0016192
Q5VWK0,NBPF member 6,Liver,GO:0005737
P37059,Hydroxysteroid 17-beta dehydrogenase 2,Liver,GO:0005789;GO:0043231;GO:0047006;GO:0004303;GO:0047035;GO:0008209;GO:0006703;GO:0001701;GO:0001890;GO:0032526;GO:0008202
P08912,Cholinergic receptor muscarinic 5,Brain,GO:0030425;GO:0005886;GO:0045211;GO:0045202;GO:0016907;GO:0004435;GO:0007197;GO:0007268;GO:0015872;GO:0007213;GO:0007187;GO:0001696;GO:0060304;GO:0019226
Q7Z442,Polycystin 1 like 2 (gene/pseudogene),Heart,GO:0016020;GO:0005262;GO:0005509;GO:0030246;GO:0050982
Q9Y4J8,Dystrobrevin alpha,Heart,GO:0030424;GO:0030054;GO:0005737;GO:0031234;GO:0045111;GO:0005654;GO:0005886;GO:0032991;GO:0042383;GO:0045202;GO:0030165;GO:0008270;GO:0007268;GO:0007274;GO:0007165;GO:0006941;GO:0099536
P39060,Collagen type XVIII alpha 1 chain,Liver,GO:0005604;GO:0005581;GO:0062023;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0030020;GO:0046872;GO:0001525;GO:0009887;GO:0007155;GO:0030199;GO:0001886;GO:0008285;GO:0030903;GO:0051599;GO:0009410;GO:0001501;GO:0007601
P0CW27,Coiled-coil domain containing 166,Testis,
O60383,Growth differentiation factor 9,Testis,GO:0005737;GO:0005615;GO:0005125;GO:0008083;GO:0007292;GO:0030308;GO:0001555;GO:0008284;GO:2000870;GO:0007179
Q9C0B2,Cilia and flagella associated protein 74,Testis,GO:0005930;GO:0005737;GO:0005634;GO:0036126;GO:0035082
Q9NP85,"NPHS2 stomatin family member, podocin",Kidney,GO:0005911;GO:0009898;GO:0005783;GO:0070062;GO:0045121;GO:0005886;GO:0032991;GO:0036057;GO:0030036;GO:0010467;GO:0003094;GO:0072249
Q99259,Glutamate decarboxylase 1,Brain,GO:0043679;GO:0005938;GO:0061202;GO:0005737;GO:0098982;GO:0060077;GO:0048471;GO:0005886;GO:0048786;GO:0012506;GO:0004351;GO:0042802;GO:0030170;GO:0007268;GO:0006540;GO:0009449;GO:0006538;GO:0035641;GO:0035176
Q9UPP2,IQ motif and Sec7 domain ArfGEF 3,Brain,GO:0005829;GO:0098982;GO:0098690;GO:0060077;GO:0005654;GO:0014069;GO:0045211;GO:0099629;GO:0005085;GO:0030036;GO:0032012
P30926,Cholinergic receptor nicotinic beta 4 subunit,Testis,GO:0005892;GO:0098981;GO:0016020;GO:0043005;GO:0005886;GO:0099634;GO:0035579;GO:0045202;GO:0070821;GO:0015464;GO:0022848;GO:0015276;GO:0095500;GO:0035095;GO:0007626;GO:0051899;GO:0006811;GO:0019228;GO:0051971;GO:0046928;GO:0006940;GO:0007165;GO:0006939;GO:0060084;GO:0007271
P33908,Mannosidase alpha class 1A member 1,Liver,GO:0031410;GO:0005829;GO:0005783;GO:0005793;GO:0070062;GO:0005794;GO:0000139;GO:0016020;GO:0005509;GO:0015923;GO:0004571;GO:0005975;GO:0036503;GO:1904381;GO:1904382;GO:0006486;GO:0045047
Q8N5S1,Solute carrier family 25 member 41,Testis,GO:0005743;GO:0005739;GO:0015217;GO:0005347;GO:0015866;GO:0015867;GO:0140021;GO:1990544
Q8TF17,SH3 domain and tetratricopeptide repeats 2,Testis,GO:0031410;GO:0005886;GO:0032287;GO:1901184;GO:0033157
Q8IVL0,Neuron navigator 3,Brain,GO:0005640;GO:0005524;GO:0016887;GO:0008017;GO:0030336;GO:0032703;GO:0007026;GO:0022008;GO:0031116
Q9UH77,Kelch like family member 3,Brain,GO:0031463;GO:0005737;GO:0005856;GO:0005829;GO:0003779;GO:0097602;GO:0005198;GO:1990756;GO:0072156;GO:0010467;GO:0016236;GO:0050801;GO:0055075;GO:0043161;GO:0070936;GO:0016567;GO:0070294;GO:0006511
P23416,Glycine receptor alpha 2,Brain,GO:0034707;GO:0098982;GO:0098690;GO:0043231;GO:0043005;GO:0005886;GO:0099634;GO:0045202;GO:1902495;GO:0016934;GO:0016594;GO:0022852;GO:0046872;GO:0030594;GO:0004888;GO:1904315;GO:0071230;GO:0071361;GO:0071294;GO:1902476;GO:0050804;GO:0034220;GO:0007218
Q75N90,Fibrillin 3,Kidney,GO:0031012;GO:0005576;GO:0001527;GO:0005509;GO:0005201;GO:0009653
O94923,Glucuronic acid epimerase,Brain,GO:0005794;GO:0000139;GO:0005509;GO:0047464;GO:0042803;GO:0016857;GO:0015012;GO:0030210;GO:0031345;GO:0008284;GO:0060391
O75636,Ficolin 3,Liver,GO:0072562;GO:0005581;GO:0062023;GO:0009897;GO:0005576;GO:0005615;GO:1905370;GO:0003823;GO:0030246;GO:0097367;GO:0046872;GO:0005102;GO:0002752;GO:0006956;GO:0001867;GO:0051607;GO:1902679;GO:0046597;GO:1903028;GO:0006508;GO:0043654
Q9H598,Solute carrier family 32 member 1,Brain,GO:0009986;GO:0051286;GO:0061202;GO:0044316;GO:0030425;GO:0044292;GO:0098982;GO:0060077;GO:0043005;GO:0044306;GO:0005886;GO:0098793;GO:0048786;GO:0008021;GO:0030672;GO:0015171;GO:0015185;GO:0140800;GO:0015495;GO:0015187;GO:0140799;GO:0001762;GO:0051939;GO:0015812;GO:0015816;GO:0021766;GO:0006811;GO:0098700;GO:0007269
P0C2W7,Cancer/testis antigen family 47 member B1,Testis,
Q9Y577,Tripartite motif containing 17,Brain,GO:0005737;GO:0005829;GO:0005764;GO:0030674;GO:0061630;GO:0004842;GO:0008270;GO:0006914;GO:0045087;GO:0051865;GO:0010468;GO:0032880
Q8IWW8,Alcohol dehydrogenase iron containing 1,Liver,GO:0005759;GO:0005739;GO:0004022;GO:0047988;GO:0046872;GO:0006103;GO:0019552;GO:0006629
P35575,Glucose-6-phosphatase catalytic subunit 1,Liver,GO:0005789;GO:0016020;GO:0004346;GO:0042301;GO:0016773;GO:0042632;GO:0006094;GO:0051156;GO:0042593;GO:0015760;GO:0005980;GO:0005977;GO:0035264;GO:0010468;GO:0008202;GO:0006641;GO:0046415
Q569K6,Coiled-coil domain containing 157,Testis,
Q9UKY4,Protein O-mannosyltransferase 2,Testis,GO:0005829;GO:0005783;GO:0005789;GO:0005730;GO:0005654;GO:0004169;GO:0000030;GO:0046872;GO:0071711;GO:0021542;GO:1904100;GO:0035269;GO:0150103
Q9Y6E2,Basic leucine zipper and W2 domains 2,Heart,GO:0005737;GO:0016020;GO:0045296;GO:0006446
Q9UK55,Serpin family A member 10,Liver,GO:0005788;GO:0070062;GO:0005615;GO:0008201;GO:0004867;GO:0007596;GO:0097421
Q9H0D2,Zinc finger protein 541,Testis,GO:0000118;GO:0005634;GO:0005667;GO:0046872;GO:0003714;GO:0030154;GO:0007140;GO:0045892;GO:0045893;GO:0006355;GO:0006357;GO:0007283
P35711,SRY-box transcription factor 5,Testis,GO:0000785;GO:0005634;GO:0003700;GO:0000981;GO:0000978;GO:0000976;GO:0055059;GO:0001502;GO:0051216;GO:0045165;GO:0071560;GO:0002062;GO:0061036;GO:0032332;GO:2000741;GO:0006357;GO:0006366
Q5JR59,Microtubule associated scaffold protein 2,Heart,GO:0005737;GO:0045171;GO:0005874;GO:0015630;GO:0005634;GO:0008017;GO:0042803
A7E2U8,Chromosome 4 open reading frame 47,Testis,GO:0097731;GO:0005813;GO:0005881
Q9BSF0,Chromosome 2 open reading frame 88,Testis,GO:0005886;GO:0034237
P62955,Calcium voltage-gated channel auxiliary subunit gamma 7,Brain,GO:0032281;GO:0044300;GO:0005769;GO:0098978;GO:1990454;GO:0043025;GO:0005886;GO:0098839;GO:0005891;GO:0005246;GO:0016247;GO:0005245;GO:0006816;GO:0099590;GO:0099645;GO:0098943;GO:1903861;GO:0051968;GO:0098970;GO:2000311;GO:0043488;GO:0019226
Q99490,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",Brain,GO:0005737;GO:0005829;GO:0005768;GO:0070062;GO:0090543;GO:0016020;GO:0005654;GO:0005634;GO:0005524;GO:0005525;GO:0005096;GO:0003924;GO:0046872;GO:0141038;GO:0035014;GO:0030295;GO:0019901;GO:0030036;GO:0016197;GO:0043524;GO:0042177;GO:0045860;GO:0015031
P04004,Vitronectin,Liver,GO:0071062;GO:0005604;GO:0072562;GO:0062023;GO:0005783;GO:0070062;GO:0005576;GO:0005615;GO:0005796;GO:0043231;GO:1904090;GO:0098637;GO:0048237;GO:0005518;GO:0050840;GO:0005201;GO:0008201;GO:0042802;GO:0005178;GO:0030247;GO:0005044;GO:0007155;GO:0033627;GO:0016477;GO:0007160;GO:0035987;GO:0030198;GO:0006955;GO:0097421;GO:0030195;GO:0010951;GO:0051918;GO:0048709;GO:0010811;GO:0050731;GO:0032092;GO:0048260;GO:0014911;GO:0030949;GO:0090303;GO:0051258;GO:0030155;GO:0061302
O43781,Dual specificity tyrosine phosphorylation regulated kinase 3,Testis,GO:0005737;GO:0010494;GO:0005856;GO:0005829;GO:0043231;GO:0016607;GO:0005654;GO:0005634;GO:0000242;GO:0005524;GO:0140801;GO:0035401;GO:0000287;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0051301;GO:0030218;GO:0043066;GO:0043518;GO:0035063;GO:1903008;GO:1902751;GO:0006468;GO:0080135;GO:1903432;GO:0035617
A0A075B759,Peptidylprolyl isomerase A like 4E,Brain,GO:0005737;GO:0016018;GO:0003755;GO:0140839;GO:0140840;GO:0006457
Q5HYW3,Retrotransposon Gag like 5,Brain,
A6NGH8,Ankyrin repeat domain 61,Testis,GO:0005654
Q86VQ3,Thioredoxin domain containing 2,Testis,GO:0005737;GO:0004791;GO:0030154;GO:0045454;GO:0007283
Q6P5Q4,Leiomodin 2,Heart,GO:0005884;GO:0005856;GO:0031430;GO:0030016;GO:0030017;GO:0005865;GO:0003779;GO:0003785;GO:0005523;GO:0007015;GO:0030041;GO:0045010;GO:0006936;GO:0030239;GO:0051694;GO:0030838;GO:0045214
A6NNE9,Membrane associated ring-CH-type finger 11,Testis,GO:0030659;GO:0004842;GO:0008270;GO:0016567
Q14088,"RAB33A, member RAS oncogene family",Heart,GO:0005768;GO:0005794;GO:0000139;GO:0005886;GO:0005525;GO:0003924;GO:0019882;GO:0000045;GO:0032482
P32929,Cystathionine gamma-lyase,Liver,GO:0005737;GO:0005829;GO:0070062;GO:0005516;GO:0004123;GO:0047982;GO:0042802;GO:0080146;GO:0044540;GO:0030170;GO:0098606;GO:1990830;GO:0019344;GO:0019343;GO:0006534;GO:0030968;GO:0070814;GO:0006629;GO:2001234;GO:1904831;GO:0043123;GO:0051289;GO:0044524;GO:0018272;GO:0019346
B3KS81,Serine/arginine repetitive matrix 5,Testis,
P48426,Phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,Brain,GO:0005776;GO:0005829;GO:0005764;GO:0005654;GO:0001917;GO:0001750;GO:0005886;GO:0016308;GO:0016309;GO:0005524;GO:0042803;GO:1902635;GO:0061909;GO:0035855;GO:0046627;GO:0046854;GO:2000786;GO:0010506;GO:0090119
Q5R3F8,Extracellular leucine rich repeat and fibronectin type III domain containing 2,Brain,GO:0031012;GO:0005615;GO:0098839;GO:0004864;GO:0099560
O95948,One cut homeobox 2,Liver,GO:0015629;GO:0000785;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0000978;GO:1990837;GO:0009887;GO:0045165;GO:0060271;GO:0031018;GO:0002064;GO:0001889;GO:1905319;GO:0030512;GO:0048935;GO:1905322;GO:0045944;GO:0001952;GO:0006357;GO:0007179
Q4G112,Heat shock transcription factor 5,Testis,GO:0005634;GO:0001741;GO:0001216;GO:0003700;GO:0001217;GO:0000978;GO:1990837;GO:0030154;GO:0007140;GO:0006357;GO:0007283
A6NFA0,Family with sequence similarity 205 member C,Testis,GO:0016020
Q9H4M9,EH domain containing 1,Testis,GO:0020018;GO:0005737;GO:0005769;GO:0031901;GO:0030139;GO:0010008;GO:0070062;GO:0098978;GO:0005811;GO:0016020;GO:0048471;GO:0005886;GO:0031095;GO:0048786;GO:0055038;GO:0005524;GO:0045296;GO:0005509;GO:0005525;GO:0042802;GO:0031267;GO:1990090;GO:0042632;GO:0060271;GO:0032456;GO:0006897;GO:0006886;GO:0034383;GO:0031175;GO:0010886;GO:2001137;GO:1901741;GO:0010976;GO:0051260;GO:0061512;GO:0072659
Q3B7I2,Canopy FGF signaling regulator 1,Brain,
P09488,Glutathione S-transferase mu 1,Liver,GO:0005737;GO:0005829;GO:0045171;GO:0019899;GO:0043295;GO:0004364;GO:0042803;GO:0070458;GO:1901687;GO:0006749;GO:0051122;GO:0018916;GO:0006693;GO:0042178
P57771,Regulator of G protein signaling 8,Brain,GO:0009898;GO:0030425;GO:0032809;GO:0005634;GO:0043204;GO:0005886;GO:0045202;GO:0005096;GO:0003924;GO:0007213;GO:0007186;GO:0009968;GO:0043547;GO:0060159
Q9NR77,Peroxisomal membrane protein 2,Liver,GO:0005737;GO:0005829;GO:0016020;GO:0005778;GO:0032991
Q8NA03,Fibrous sheath interacting protein 1,Testis,
Q6P9F5,Tripartite motif containing 40,Liver,GO:0005737;GO:0008385;GO:0061630;GO:0008270;GO:0045087;GO:0030308;GO:0032088;GO:1901223;GO:0042177;GO:1900181;GO:0045116;GO:0010468
P60763,Rac family small GTPase 3,Brain,GO:0071944;GO:0031410;GO:0005856;GO:0005829;GO:0012505;GO:0005789;GO:0070062;GO:0031941;GO:0098978;GO:0030426;GO:0030027;GO:0043020;GO:0043005;GO:0043025;GO:0048471;GO:0005886;GO:0098794;GO:0048306;GO:0003925;GO:0005525;GO:0003924;GO:1990606;GO:0019901;GO:0030036;GO:0007015;GO:0060326;GO:0030031;GO:0021894;GO:0030865;GO:0007163;GO:0048873;GO:0035556;GO:0008045;GO:0050885;GO:0033630;GO:1900026;GO:0098974;GO:0016601;GO:0032956;GO:0008360;GO:0014041;GO:1902622;GO:0150052;GO:0045730;GO:0051932;GO:0016055
Q9BXY8,Brain expressed X-linked 2,Brain,GO:0005737;GO:0005634;GO:0046872;GO:0140678;GO:0005102;GO:0006915;GO:0031397;GO:0042981;GO:0051726;GO:0007165
Q00G26,Perilipin 5,Liver,GO:0005737;GO:0005829;GO:0043231;GO:0005811;GO:0005739;GO:0042802;GO:0035473;GO:0034389;GO:0019915;GO:0051646;GO:0031999;GO:0060192;GO:0035359;GO:2000378;GO:0010897;GO:0032000;GO:0060193;GO:0010884;GO:0010890;GO:0010867
Q8WWI1,LIM domain 7,Heart,GO:0016324;GO:0009986;GO:0005737;GO:0005829;GO:0005925;GO:0005739;GO:0005635;GO:0005634;GO:0000151;GO:0046872;GO:0004842;GO:0045944;GO:0016567;GO:0030155;GO:0023051
Q5FWE3,Proline rich transmembrane protein 3,Brain,GO:0016020
P22460,Potassium voltage-gated channel subfamily A member 5,Heart,GO:0009986;GO:0005794;GO:0014704;GO:0046691;GO:0016020;GO:0045121;GO:0048471;GO:0005886;GO:0034705;GO:0008076;GO:0030018;GO:0051393;GO:0005251;GO:0015271;GO:0019901;GO:0097110;GO:0005102;GO:0005249;GO:0086089;GO:0086087;GO:0086090;GO:0001508;GO:0086014;GO:0060081;GO:0098914;GO:0086050;GO:0086052;GO:0051481;GO:0007219;GO:1900087;GO:2000288;GO:0097623;GO:0055075;GO:0071805;GO:0006813;GO:0051260;GO:0060372;GO:0086091;GO:0050796;GO:0042391;GO:0043266;GO:0019229;GO:0042542;GO:0055093;GO:0001666;GO:0009612
Q6P9F5,Tripartite motif containing 40,Testis,GO:0005737;GO:0008385;GO:0061630;GO:0008270;GO:0045087;GO:0030308;GO:0032088;GO:1901223;GO:0042177;GO:1900181;GO:0045116;GO:0010468
Q63HM9,Phosphatidylinositol specific phospholipase C X domain containing 3,Heart,GO:0005737;GO:0045202;GO:0008081;GO:0016042;GO:0007165
Q96HA9,Peroxisomal biogenesis factor 11 gamma,Liver,GO:0005778;GO:0005777;GO:0032991;GO:0016559;GO:0044375
Q14003,Potassium voltage-gated channel subfamily C member 3,Brain,GO:0043679;GO:0005938;GO:0005856;GO:0030425;GO:0032590;GO:0032591;GO:0032809;GO:0043204;GO:0005886;GO:0045211;GO:0042734;GO:0008076;GO:0005251;GO:0046872;GO:0005249;GO:0001508;GO:0030866;GO:0071805;GO:0006813;GO:0051260;GO:0051262
Q5TBA9,FRY microtubule binding protein,Heart,GO:0005938;GO:0005813;GO:0030427;GO:0000922;GO:0004857;GO:0000902;GO:1904428;GO:0031175
P0C7U3,Zinc finger DHHC-type containing 11B,Brain,GO:0005783;GO:0005794;GO:0016020;GO:0019706;GO:0140374;GO:0006612
P06746,DNA polymerase beta,Brain,GO:0005737;GO:0005874;GO:0005654;GO:0005634;GO:0032991;GO:0005876;GO:0051575;GO:0140078;GO:0003684;GO:0003906;GO:0003887;GO:0019899;GO:0016829;GO:0046872;GO:0008017;GO:0006284;GO:0006287;GO:0006974;GO:0006281;GO:0006261;GO:0006303;GO:0048872;GO:0071707;GO:0001701;GO:0006954;GO:0008630;GO:0048535;GO:0051402;GO:0006290;GO:0045471;GO:0010332;GO:0055093;GO:0007435;GO:0016446;GO:0048536
P17482,Homeobox B9,Kidney,GO:0000785;GO:0005654;GO:0005634;GO:0090575;GO:0003700;GO:0000981;GO:0000978;GO:1990837;GO:0009952;GO:0060326;GO:0006351;GO:0048704;GO:0030879;GO:0045944;GO:0009954;GO:0006357
P51793,Chloride voltage-gated channel 4,Brain,GO:0097546;GO:0005769;GO:0031901;GO:0005789;GO:0010008;GO:0005794;GO:0043231;GO:0031902;GO:0005765;GO:0005886;GO:0055037;GO:0055038;GO:0008021;GO:0015297;GO:0005524;GO:0005254;GO:0005247;GO:0006821;GO:0034220;GO:1905515
P47775,G protein-coupled receptor 12,Brain,GO:0005737;GO:0005886;GO:0004930;GO:0031210;GO:0007189;GO:0007186;GO:0006874;GO:0019222
Q9BYV6,Tripartite motif containing 55,Liver,GO:0005737;GO:0005874;GO:0005634;GO:0042802;GO:0030674;GO:0061630;GO:0008270;GO:0050904;GO:0045087;GO:0002523;GO:1905517;GO:1901224;GO:0070936;GO:0007165
Q6IPX3,Transcription elongation factor A like 6,Testis,GO:0005634
Q9GZQ6,Neuropeptide FF receptor 1,Brain,GO:0005929;GO:0005886;GO:0004930;GO:0008188;GO:0032870;GO:0007186;GO:0007218
P00751,Complement factor B,Liver,GO:0072562;GO:0070062;GO:0005576;GO:0005615;GO:0005886;GO:0001848;GO:0004252;GO:0006956;GO:0006957;GO:0006508;GO:0009617
Q03431,Parathyroid hormone 1 receptor,Kidney,GO:0016324;GO:0016323;GO:0005737;GO:0005634;GO:0005886;GO:0043235;GO:0008528;GO:0004991;GO:0017046;GO:0042803;GO:0007189;GO:0007188;GO:0030282;GO:0045453;GO:0048469;GO:0008283;GO:0007166;GO:0002062;GO:0007186;GO:0007187;GO:0001701;GO:0006874;GO:0008285;GO:0002076;GO:0007200;GO:0008284;GO:0060732;GO:0001501
P28222,5-hydroxytryptamine receptor 1B,Brain,GO:0044305;GO:0030425;GO:0005783;GO:0098666;GO:0005886;GO:0042734;GO:0099154;GO:0004993;GO:0001586;GO:0030594;GO:0051378;GO:0099589;GO:0099626;GO:0007193;GO:0007198;GO:0046849;GO:0071312;GO:0071466;GO:0007268;GO:0042756;GO:0007187;GO:0014053;GO:0014063;GO:0032229;GO:0051967;GO:0007208;GO:1904707;GO:0099171;GO:0050795;GO:0014059;GO:2000300;GO:0042220;GO:0045471;GO:0051385;GO:0042310
P01588,Erythropoietin,Liver,GO:0044297;GO:0009986;GO:0005576;GO:0005615;GO:0005125;GO:0005128;GO:0005179;GO:0030295;GO:0006953;GO:0008015;GO:0097696;GO:0071474;GO:0007566;GO:0030218;GO:0043249;GO:0038162;GO:0042541;GO:0033028;GO:0010523;GO:2001258;GO:1902251;GO:1902219;GO:0000122;GO:0042104;GO:0008284;GO:0045893;GO:0070374;GO:0045666;GO:0010976;GO:0046579;GO:0048678;GO:0071548;GO:0051602;GO:0043627;GO:0055093;GO:0001666;GO:0070555;GO:0032496;GO:0009651;GO:0033574;GO:0033189;GO:0007165
Q8N9L9,Acyl-CoA thioesterase 4,Liver,GO:0005829;GO:0005782;GO:0005777;GO:0052689;GO:0047617;GO:0004778;GO:0006637;GO:0043649;GO:0043648;GO:0006633;GO:0006631;GO:0001676;GO:0032788;GO:0046459;GO:0006104;GO:0032789;GO:0000038
Q8NEQ6,Steroid receptor associated and regulated protein,Brain,GO:0005737;GO:0005634;GO:0030331;GO:0033148
Q68EA5,Zinc finger protein 57,Testis,GO:0005634;GO:0000981;GO:0046872;GO:0000977;GO:0006357
Q9Y2H9,Microtubule associated serine/threonine kinase 1,Brain,GO:0030424;GO:0005737;GO:0005856;GO:0030425;GO:0043005;GO:0043025;GO:0005886;GO:0004676;GO:0004679;GO:0005524;GO:0004677;GO:0004694;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0000287;GO:0008017;GO:0106310;GO:0004674;GO:0072518;GO:0004711;GO:0007420;GO:0007010;GO:0035556;GO:0006468
P0C7U0,Extracellular leucine rich repeat and fibronectin type III domain containing 1,Liver,GO:0043679;GO:0030425;GO:0060076;GO:0031012;GO:0005615;GO:0098978;GO:0098839;GO:0004864;GO:0007268;GO:0045184;GO:0007416;GO:0050808;GO:0099560;GO:0007601
Q9UKF2,ADAM metallopeptidase domain 30,Testis,GO:0009897;GO:0031902;GO:0016020;GO:0005886;GO:1990913;GO:0004222;GO:0008237;GO:0008270;GO:0008584;GO:0006508
Q16774,Guanylate kinase 1,Brain,GO:0005829;GO:0005739;GO:0001917;GO:0005524;GO:0004385;GO:0046060;GO:0006185;GO:0046054;GO:0046711;GO:0019673;GO:0034436;GO:0015949;GO:0006163;GO:0006805
Q86TH1,ADAMTS like 2,Heart,GO:0031012;GO:0005576;GO:0050436;GO:0030198;GO:0060481;GO:0030512
Q92904,Deleted in azoospermia like,Testis,GO:0005737;GO:0005634;GO:0032991;GO:0003730;GO:0003723;GO:0008494;GO:0070935;GO:0007281;GO:0045948;GO:0007283
P01286,Growth hormone releasing hormone,Brain,GO:0005576;GO:0005615;GO:0043204;GO:0043195;GO:0016608;GO:0031770;GO:0005184;GO:0051428;GO:0021984;GO:0007189;GO:0007267;GO:0030252;GO:0035264;GO:0008284;GO:0046005;GO:0060124;GO:0043568;GO:0040018;GO:0032880;GO:0032094
Q8NCT3,Microtubule associated tyrosine carboxypeptidase 2,Testis,GO:0004180;GO:0046872;GO:0008237;GO:0006508
Q9H2E6,Semaphorin 6A,Brain,GO:0030424;GO:0016020;GO:0005886;GO:0045499;GO:0038191;GO:0030215;GO:0009887;GO:0006915;GO:0007411;GO:0007166;GO:0035924;GO:0007010;GO:0050919;GO:0016525;GO:0106089;GO:0070373;GO:1903671;GO:1900747;GO:0007399;GO:0001755;GO:2001224;GO:0071526
Q14565,DNA meiotic recombinase 1,Testis,GO:0005694;GO:0000781;GO:0000794;GO:0000800;GO:0005654;GO:0005634;GO:0035861;GO:0005524;GO:0016887;GO:0008094;GO:0140664;GO:0003677;GO:0000150;GO:0003690;GO:0042802;GO:0003697;GO:0070192;GO:0000730;GO:0042148;GO:1990918;GO:0007292;GO:0007129;GO:0007141;GO:0051321;GO:0006312;GO:0001556;GO:0001541;GO:0007131;GO:0007286;GO:0007283
